species,scope,required_for_energy_roles,source_record_sha256,qchem_source_input_sha256,elements,spin,orbital_qchem_label,orbital_resolution,orbital_pyscf_name,orbital_definition_sha256,auxiliary_qchem_label,auxiliary_resolution,auxiliary_pyscf_name,auxiliary_definition_sha256,ecp_resolution,ecp_definition_sha256,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,runnable_status
BH9_06_17P,gscdb137,true,c0e80a4399fb57f885fafd0419d9a5b61736705a2bba5f8285e76211aa56cb5a,2d718cdcbd52995d9eb5a98e182343f99e83c7c6b1a95bf44b5d0bdc5b51349f,B;C;H;N;O,0,DEF2-QZVPP,named_alias,def2-qzvpp,bd6538b741cd6137e75e907aba8de0cbada5a61097e85e0929f2d565bedf167a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,752e6d0c21036e1ee3fff7beff4dfaee08596b773546b46da9fd6174dc672b00,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,611,1971,1269,5041,runnable_basis_metadata_validated
BH9_06_17R,gscdb137,true,6ef69bd8b1a1119d2b6afeecb2d6ec410a92a77fcb451bd738aefe38b7e3c27d,425f33fbf6c8950d1843ba3c4f970f4e5b4782085746b107f7ecd8a5c039cc0c,B;C;H;N;O,0,DEF2-QZVPP,named_alias,def2-qzvpp,bd6538b741cd6137e75e907aba8de0cbada5a61097e85e0929f2d565bedf167a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,752e6d0c21036e1ee3fff7beff4dfaee08596b773546b46da9fd6174dc672b00,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,611,1971,1269,5041,runnable_basis_metadata_validated
BH9_06_17TS,gscdb137,true,7d65e79f8b7ba8b652d75d8b893e6690050c62b33111db2c9e9416216b18860d,8e20c9fbf61f8b78e99071e000dd147fbfe7fd1991bd2f1465eb28904ed191a3,B;C;H;N;O,0,DEF2-QZVPP,named_alias,def2-qzvpp,bd6538b741cd6137e75e907aba8de0cbada5a61097e85e0929f2d565bedf167a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,752e6d0c21036e1ee3fff7beff4dfaee08596b773546b46da9fd6174dc672b00,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,611,1971,1269,5041,runnable_basis_metadata_validated
BH9_06_18P1,gscdb137,true,ed0f9421b907c9b3ac5388e63ef58a09472785a31ffae8149f6a593f91d9e4c5,e334d34ca71a0d20e8bace70b62a381137bfa6c436efe0e25f85641711901fe3,C;H;N;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,072652895bd72ebf92228e2615e45d4e46030ff7197118d366f5cf996e5f684a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,8f353fbf61d1c62b830886a8302a421bf2e3597c5478a578992778cfdabcb095,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,111,0,423,1351,868,3394,runnable_basis_metadata_validated
BH9_06_18P2,gscdb137,true,84eb4da4c763776517c38c7e220169d06a7b26d58ee6401d8ccb64fb08006bd6,90cce1094970326d583797bff0cf3eb0e2008c48adf37be7b5efc24b8d84cc28,C;H;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,42,0,173,541,346,1304,runnable_basis_metadata_validated
BH9_06_18R1,gscdb137,true,5635113602cd5bf9e3a1fc93b316d053d520910107940abdfdbf2701c658b22e,a4ba00be7bcab5642e2f5f0b6999aafff579ad5fc253901cc1b37ebf17552ba5,C;H;N;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,072652895bd72ebf92228e2615e45d4e46030ff7197118d366f5cf996e5f684a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,8f353fbf61d1c62b830886a8302a421bf2e3597c5478a578992778cfdabcb095,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,112,0,433,1381,887,3459,runnable_basis_metadata_validated
BH9_06_18R2,gscdb137,true,2b41ab29841e80dfca7ffbb948695342a1e66ae1e09471e827c6fb9d364eaaa9,e80fa662910d100836e68142e3f1ed3728c219acc7811e619747773f94679ddb,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,41,0,163,511,327,1239,runnable_basis_metadata_validated
BH9_06_18TS,gscdb137,true,79ed7355664a85b28fc0f2bba9fc7ff632a35444a1b8a408dd426f30bd89d9bd,867365cb5d2b5232843753e7aef2322ab462c293dead7d8b01c6f98eab3caf26,C;H;N;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,072652895bd72ebf92228e2615e45d4e46030ff7197118d366f5cf996e5f684a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,8f353fbf61d1c62b830886a8302a421bf2e3597c5478a578992778cfdabcb095,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,153,0,596,1892,1214,4698,runnable_basis_metadata_validated
BH9_06_19P,gscdb137,true,486b0ee0a55e3f74292ffff2082ff4779f7714fccd65407f889f5c8371e943a7,85684f28454b035932600977438f0a8408ae2492a54d41d1a976db1fe6c88f82,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,161,0,622,1954,1251,4761,runnable_basis_metadata_validated
BH9_06_19R1,gscdb137,true,abe4ea86b962556f9955a5ef8a7e90e539ef62ea69ed58f30938a60b51ffe757,c9f6aaa127c3007bda54f1168d6d5dac42e4e04d0e3b24448c7a69f3a6e6b730,C;H,0,DEF2-QZVPP,named_alias,def2-qzvpp,4c9de629c8b9a0c7797888475e7f35b1bcead8e9d95fca6d22ecb9f4446c65c2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,37be8f8e54d5e0bf1a1472dbff3d2525d2531103e5c4f187cf6161bdd9fe930a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,24,0,111,351,225,861,runnable_basis_metadata_validated
BH9_06_19R2,gscdb137,true,ae8200b573c415e02edae2b0bf3a4e7c0013d0b8dbc575887db6d069535ad195,c499b84515801104207ccc5c7f69da2c9316e37a1a8c61e6118e79fdb2f6e7fa,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,137,0,511,1603,1026,3900,runnable_basis_metadata_validated
BH9_06_19TS,gscdb137,true,49099395d9f68fdd1b21d58f546aceb61b7a76ff1fc2ebdb61ee489f49d458d3,e5bfafc0b4bfcb6e708c36be1273a3363399c8cda6d70c6a27fb3b1ebc4a5f9c,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,161,0,622,1954,1251,4761,runnable_basis_metadata_validated
BH9_06_1P1,gscdb137,true,d77900263ab17ab8a01a743725bda601cd79f25d56801efaa90864f4d3a48e16,3765530d90bccd0a3b343b1fd044380be2bc50425bbd7d6e2f1d1fcedc3c5ce2,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,41,0,163,511,327,1239,runnable_basis_metadata_validated
BH9_06_1P2,gscdb137,true,6d00ee3c089869287c647420d37e4f55c55b323e3b8200e695314da781cddec6,0212af5210bfc1e1c690088d146dfcbbed3b20569bf480609782c19b654d6ee3,H;O,0,DEF2-QZVPP,named_alias,def2-qzvpp,c4b1dfc8b6cdaef9c9655ed97fed0763786b5dc3f742bf302366bd96f151c2b6,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,25028e5807a7b1834406e0ddfb047a8c96ccb7770e819aa83a22c2551da2f7be,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,18,0,54,174,112,444,runnable_basis_metadata_validated
BH9_06_1R1,gscdb137,true,c1bc08d1019fcaa5912a61a0672d9db66fd2bca5f5cdd9ca60f5be660a656cf1,c9eb287c934adbf0fbe61f2d37913f6ec994e263e7459b12c270e2a051ca9fba,C;H;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,42,0,173,541,346,1304,runnable_basis_metadata_validated
BH9_06_1R2,gscdb137,true,a098714d4428358e5227b32b8a43aab4c7c18efe4cdd55c76876c208dc72338e,505d13528251f4ee8154ed3f6d32cdc5d1d13ced31c80e59bcc5ef5911930848,H;O,1,DEF2-QZVPP,named_alias,def2-qzvpp,c4b1dfc8b6cdaef9c9655ed97fed0763786b5dc3f742bf302366bd96f151c2b6,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,25028e5807a7b1834406e0ddfb047a8c96ccb7770e819aa83a22c2551da2f7be,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,17,0,44,144,93,379,runnable_basis_metadata_validated
BH9_06_1TS,gscdb137,true,3a8d3c57fe0bd5df128bb131ab72e697c8862547db6f136cf7f9da1c1a99dac3,ad2aa152e390011721cab12391dd5f2582d83b97e8fdeb0fc1be7fc8bd497280,C;H;O;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,fcf42922cb36c88b56503988041a6af64f57af0e832d47c787b9f3706b270240,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,2f7a8c7d0121e7311e9ccd26102e825b55e270fa7411fc34fa086a7f3f1ab039,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,59,0,217,685,439,1683,runnable_basis_metadata_validated
BH9_06_20P,gscdb137,true,fd6a0ab808dc736423aa2377ceacd98d94fa6546e6cc079745272d5a3bf2fab3,2b0524aaf65e2228c4fa15224bad58348555c69d7c70c9747e1523c3ef97d58a,C;F;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,13766d57fb3fb9de3aeab9d399da237758ea323c72feb8b40a971dd2622ceb5c,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,59d5ca08d1b8101871be2a8dc96e8996f01792dd6d2ba96ca0a1f79366220c5b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,169,0,629,1981,1269,4853,runnable_basis_metadata_validated
BH9_06_20R1,gscdb137,true,0076ad7c61b5dee29015fca1f94f108e7e5b26cf4f0e8a7c3d09d4b7cb346cfe,35c990f22650bc4fd0a6959dba34cd3c907004b819faabc2cfb493cbc101f2f9,C;F;H,0,DEF2-QZVPP,named_alias,def2-qzvpp,03c0ed448ebd0942ce3e416d95bf45424b6157e50a415c88e533783eac1d1b1e,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,3d57214cce9da58390bd0ee9d53a578a33f245a6e5d2d7ec2a2d70a18b957abd,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,32,0,118,378,243,953,runnable_basis_metadata_validated
BH9_06_20R2,gscdb137,true,d072fba7966f76e699bc615e97c054792bf7ac4db7f76217f79af813b443ad98,c499b84515801104207ccc5c7f69da2c9316e37a1a8c61e6118e79fdb2f6e7fa,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,137,0,511,1603,1026,3900,runnable_basis_metadata_validated
BH9_06_20TS,gscdb137,true,8d9a41378436e59e4d4f93db01188fcbb6db3a5675cd357d34b4be801467e33d,5bcefd0f173e47e921c9893097d05de05cd499dd93fbbd17552df4531b6815cd,C;F;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,13766d57fb3fb9de3aeab9d399da237758ea323c72feb8b40a971dd2622ceb5c,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,59d5ca08d1b8101871be2a8dc96e8996f01792dd6d2ba96ca0a1f79366220c5b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,169,0,629,1981,1269,4853,runnable_basis_metadata_validated
BH9_06_21P1,gscdb137,true,0fde44a9faf1d086547534134c83f769190b3ab84a8884e402908f4c9cc072d9,c499b84515801104207ccc5c7f69da2c9316e37a1a8c61e6118e79fdb2f6e7fa,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,137,0,511,1603,1026,3900,runnable_basis_metadata_validated
BH9_06_21P2,gscdb137,true,d55015adb8d13ac6b4161cebd3c3408ba649528cfc0f7dc7e53a328d79b57e1f,a288d5fba070e89d39a0f7e4ab5ebd61bc7d161817601fbf87ecc570208d8750,C;H;O;S,0,DEF2-QZVPP,named_alias,def2-qzvpp,01f5c98d8320ad88669b621598443ef5e64db9c628a088786527eb4415d33d51,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,0257fe4f228fd097a3089d6ecde5da501ce4529907ca5733f5fd8e45af4426f3,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,42,0,133,421,270,1044,runnable_basis_metadata_validated
BH9_06_21R1,gscdb137,true,4a8d8d3da9903969933d26a34916df4d5e52cc56b58a03c57abed85dc85e4cdb,3e9f43e97a521b2dad5bbd7324588ffbe9f71b66e1e541f5e2ea4992db3d598f,C;H;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,138,0,521,1633,1045,3965,runnable_basis_metadata_validated
BH9_06_21R2,gscdb137,true,2f7de0bebfe37d26b7d889f1c6108162d1a32e0b8f085607e0d8f205aed75804,3652aaeb37ee64b281ba9e431af490e007d4eab0adc90bb424dbd1c71f5ce1a2,C;H;O;S,1,DEF2-QZVPP,named_alias,def2-qzvpp,01f5c98d8320ad88669b621598443ef5e64db9c628a088786527eb4415d33d51,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,0257fe4f228fd097a3089d6ecde5da501ce4529907ca5733f5fd8e45af4426f3,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,41,0,123,391,251,979,runnable_basis_metadata_validated
BH9_06_21TS,gscdb137,true,63a0e40bf8b1f931f267b81eba02c1521d68307d246afe056dd67e11e4e57973,6ee6e78d3772bbdf9de9ed7fd041380e6867e8ef05e2077e1ad616ecd393aebe,C;H;O;S;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,4f8aaf6b35594ec941e750cb75aede00ff381fb53aa08c9bde24bf7b7461bf36,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,10207a4e6e1387ef3db31a68161ecc530d878e4de95a46edc51ceccd158ddb9c,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,179,0,644,2024,1296,4944,runnable_basis_metadata_validated
BH9_06_22P,gscdb137,true,dc4e4a5f3bb9fddbc12ca87188bbff4eb35c8220b45ef6404850c7f8bf6773da,1c3e191b0360126fe9188a4fca308b676483767da97d86cfd84e9dc4d711841a,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,169,0,659,2071,1326,5048,runnable_basis_metadata_validated
BH9_06_22R1,gscdb137,true,ef3ede7e25aec540a0f70de86c4aa0193b4572475220185b1180ff95b06fe714,a6ab3a700d884320e2ca5fef6bd48c5e9644ba7876c2357e4f75ca3bc619a229,C;H,0,DEF2-QZVPP,named_alias,def2-qzvpp,4c9de629c8b9a0c7797888475e7f35b1bcead8e9d95fca6d22ecb9f4446c65c2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,37be8f8e54d5e0bf1a1472dbff3d2525d2531103e5c4f187cf6161bdd9fe930a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,32,0,148,468,300,1148,runnable_basis_metadata_validated
BH9_06_22R2,gscdb137,true,d59ce85d1c17183a7422bb7e8903c67d72a4f110f35516e368c43f9524904c9a,c499b84515801104207ccc5c7f69da2c9316e37a1a8c61e6118e79fdb2f6e7fa,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,137,0,511,1603,1026,3900,runnable_basis_metadata_validated
BH9_06_22TS,gscdb137,true,f1a4f0988a16061f44bbaf855afe261aa6bc156f237afcccf4229254c7fd3cde,67919ca162e1ce11198ffc05f34839fde636782b77184b99c70ca6325064ea54,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,169,0,659,2071,1326,5048,runnable_basis_metadata_validated
BH9_06_23P,gscdb137,true,e363a999390ea2111df071f792651d1eb286383f8b3e4d3f2d911c586f1608e5,c51396108e5ce8c49551b235768f2d27685b08fe2fb14b8f81908eb96c31b89f,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,145,0,644,2032,1302,4970,runnable_basis_metadata_validated
BH9_06_23R1,gscdb137,true,bf0311626517ceaafb4eb81fa62c52b8c6c930962935eb83e2bcef8457cf5925,27e4aa2305acd9553d3244ea3f52bd391b9ff90a995d9ea088e92e3879c82d6e,C;H,0,DEF2-QZVPP,named_alias,def2-qzvpp,4c9de629c8b9a0c7797888475e7f35b1bcead8e9d95fca6d22ecb9f4446c65c2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,37be8f8e54d5e0bf1a1472dbff3d2525d2531103e5c4f187cf6161bdd9fe930a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,80,0,370,1170,750,2870,runnable_basis_metadata_validated
BH9_06_23R2,gscdb137,true,dfa8a8e74c9ae63994dbc1d6a5e91401b62ffe8eaa3410777a29ba26fde4e102,d08ca70e4228926a44ffcd62a8deca6fd2f304057680b327398dcf697eb413d8,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,65,0,274,862,552,2100,runnable_basis_metadata_validated
BH9_06_23TS,gscdb137,true,822442ee44b47d8901538ae473a48624d6c4f60096fb581fe7af27a330eea25a,dbfe84bf1dd1f700eb180817729c691733883d16c490c85be24ea0485845b95f,C;H;Si,1,DEF2-QZVPP,named_alias,def2-qzvpp,6f762e092a23c297860f11ab5e3da35da0e8c8f576aa5b23f70a6ef50892d91a,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,38f9e9817eed69465d6a0523344ccef5ac959d2b2d01e35705e055b6b5933193,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,145,0,644,2032,1302,4970,runnable_basis_metadata_validated
BH9_06_24P,gscdb137,true,aea646e10a250ef5ad23bac844ddc1067584a60c8806792a91608460080f64d7,32fc92eb511673ed7737bd411ab90453eeabf3928886267b147428f17c693759,B;C;H;O;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,a4d9f33c5314b0901e4bb06d56a8d8f99ae404578630dff754e90fd67bf8eb24,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,57782c09ed8e719e088d96327299b33c7f4ba9d7dfac4bbc967e203555709a0a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,672,2140,1374,5338,runnable_basis_metadata_validated
BH9_06_24R1,gscdb137,true,1804436b51bcfa75d647fd320955b6f4e487a46512795d5a34c8fefb0b14e75c,f5efc14cf7b8a01364fc25f9f6fcffbc5a6ecc54389483ceb7a2cfc8e0daaf76,B;C;H;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,8d571a709d333705737913c94ddae0f61c188aa354f20122a41cc8d7a8b0247b,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,69a6ef556300315c8208898895a82d021a7c44d267a0dafd820d5f0c49b6b52b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,116,0,493,1561,1001,3849,runnable_basis_metadata_validated
BH9_06_24R2,gscdb137,true,8ddbbef80a4b3d911b1bf1d4b437a26064fb410ae95f0ec68e19839f11168f30,ab490e0acb5478f779a58a2be4fb590f32e25555d9dcabcdc3b253ec39f11d1c,C;H;O,0,DEF2-QZVPP,named_alias,def2-qzvpp,3325df309f448e6bf117946f70514e3d743fd559b8e8ebfca75c41289f1330f1,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,cef5a8cc47adbf769a4c522fb33262952cfb202b2873e63b8e16ddeeffd0150b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,52,0,179,579,373,1489,runnable_basis_metadata_validated
BH9_06_24TS,gscdb137,true,c8bf53dde247a7c215f0abb59ed55e8b3d8230c76761e5da3278cf89385d4117,884cee79d0caffcfd5cf7d905ea83ac44f715d326f1416f8ecee5ca22d509b4f,B;C;H;O;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,a4d9f33c5314b0901e4bb06d56a8d8f99ae404578630dff754e90fd67bf8eb24,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,57782c09ed8e719e088d96327299b33c7f4ba9d7dfac4bbc967e203555709a0a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,672,2140,1374,5338,runnable_basis_metadata_validated
BH9_06_25P,gscdb137,true,4c144ba42e0f4856d87bc2d4a5c0fa7d5407b5023122e71285cabc9a78f7147e,f5eedc9e3bbe0a1ae3352d16f7254236437dfd92d8fea57762b27514fbf8bdd8,B;C;H;O;Si,0,DEF2-QZVPP,named_alias,def2-qzvpp,a4d9f33c5314b0901e4bb06d56a8d8f99ae404578630dff754e90fd67bf8eb24,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,57782c09ed8e719e088d96327299b33c7f4ba9d7dfac4bbc967e203555709a0a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,168,0,672,2140,1374,5338,runnable_basis_metadata_validated
