global_index,si_row_index,set_or_subset,property_class,dataset_eval_dataset,reaction,dataset_order,selection_index,weight_spec,objective_weight
403,15,S66Rel7,NC,S66Rel7,S66Rel7_8,8,2,60,60
404,15,S66Rel7,NC,S66Rel7,S66Rel7_15,15,3,60,60
405,15,S66Rel7,NC,S66Rel7,S66Rel7_22,22,4,60,60
406,15,S66Rel7,NC,S66Rel7,S66Rel7_29,29,5,60,60
407,15,S66Rel7,NC,S66Rel7,S66Rel7_36,36,6,60,60
408,15,S66Rel7,NC,S66Rel7,S66Rel7_43,43,7,60,60
409,15,S66Rel7,NC,S66Rel7,S66Rel7_50,50,8,60,60
410,15,S66Rel7,NC,S66Rel7,S66Rel7_57,57,9,60,60
411,15,S66Rel7,NC,S66Rel7,S66Rel7_64,64,10,60,60
412,15,S66Rel7,NC,S66Rel7,S66Rel7_71,71,11,60,60
413,15,S66Rel7,NC,S66Rel7,S66Rel7_78,78,12,60,60
414,15,S66Rel7,NC,S66Rel7,S66Rel7_85,85,13,60,60
415,15,S66Rel7,NC,S66Rel7,S66Rel7_92,92,14,60,60
416,15,S66Rel7,NC,S66Rel7,S66Rel7_97,97,15,60,60
417,15,S66Rel7,NC,S66Rel7,S66Rel7_99,99,16,60,60
418,15,S66Rel7,NC,S66Rel7,S66Rel7_113,113,17,60,60
419,15,S66Rel7,NC,S66Rel7,S66Rel7_118,118,18,60,60
420,15,S66Rel7,NC,S66Rel7,S66Rel7_120,120,19,60,60
421,15,S66Rel7,NC,S66Rel7,S66Rel7_127,127,20,60,60
422,15,S66Rel7,NC,S66Rel7,S66Rel7_134,134,21,60,60
423,15,S66Rel7,NC,S66Rel7,S66Rel7_139,139,22,60,60
424,15,S66Rel7,NC,S66Rel7,S66Rel7_141,141,23,60,60
425,15,S66Rel7,NC,S66Rel7,S66Rel7_146,146,24,60,60
426,15,S66Rel7,NC,S66Rel7,S66Rel7_148,148,25,60,60
427,15,S66Rel7,NC,S66Rel7,S66Rel7_153,153,26,60,60
428,15,S66Rel7,NC,S66Rel7,S66Rel7_155,155,27,60,60
429,15,S66Rel7,NC,S66Rel7,S66Rel7_160,160,28,60,60
430,15,S66Rel7,NC,S66Rel7,S66Rel7_162,162,29,60,60
431,15,S66Rel7,NC,S66Rel7,S66Rel7_167,167,30,60,60
432,15,S66Rel7,NC,S66Rel7,S66Rel7_169,169,31,60,60
433,15,S66Rel7,NC,S66Rel7,S66Rel7_176,176,32,60,60
434,15,S66Rel7,NC,S66Rel7,S66Rel7_183,183,33,60,60
435,15,S66Rel7,NC,S66Rel7,S66Rel7_188,188,34,60,60
436,15,S66Rel7,NC,S66Rel7,S66Rel7_190,190,35,60,60
437,15,S66Rel7,NC,S66Rel7,S66Rel7_197,197,36,60,60
438,15,S66Rel7,NC,S66Rel7,S66Rel7_204,204,37,60,60
439,15,S66Rel7,NC,S66Rel7,S66Rel7_209,209,38,60,60
440,15,S66Rel7,NC,S66Rel7,S66Rel7_211,211,39,60,60
441,15,S66Rel7,NC,S66Rel7,S66Rel7_218,218,40,60,60
442,15,S66Rel7,NC,S66Rel7,S66Rel7_223,223,41,60,60
443,15,S66Rel7,NC,S66Rel7,S66Rel7_225,225,42,60,60
444,15,S66Rel7,NC,S66Rel7,S66Rel7_230,230,43,60,60
445,15,S66Rel7,NC,S66Rel7,S66Rel7_232,232,44,60,60
446,15,S66Rel7,NC,S66Rel7,S66Rel7_239,239,45,60,60
447,15,S66Rel7,NC,S66Rel7,S66Rel7_246,246,46,60,60
448,15,S66Rel7,NC,S66Rel7,S66Rel7_253,253,47,60,60
449,15,S66Rel7,NC,S66Rel7,S66Rel7_267,267,48,60,60
450,15,S66Rel7,NC,S66Rel7,S66Rel7_274,274,49,60,60
451,15,S66Rel7,NC,S66Rel7,S66Rel7_279,279,50,60,60
452,15,S66Rel7,NC,S66Rel7,S66Rel7_281,281,51,60,60
453,15,S66Rel7,NC,S66Rel7,S66Rel7_288,288,52,60,60
454,15,S66Rel7,NC,S66Rel7,S66Rel7_295,295,53,60,60
455,15,S66Rel7,NC,S66Rel7,S66Rel7_309,309,54,60,60
456,15,S66Rel7,NC,S66Rel7,S66Rel7_316,316,55,60,60
457,15,S66Rel7,NC,S66Rel7,S66Rel7_323,323,56,60,60
458,15,S66Rel7,NC,S66Rel7,S66Rel7_330,330,57,60,60
459,15,S66Rel7,NC,S66Rel7,S66Rel7_337,337,58,60,60
460,15,S66Rel7,NC,S66Rel7,S66Rel7_344,344,59,60,60
461,15,S66Rel7,NC,S66Rel7,S66Rel7_351,351,60,60,60
462,15,S66Rel7,NC,S66Rel7,S66Rel7_358,358,61,60,60
463,15,S66Rel7,NC,S66Rel7,S66Rel7_365,365,62,60,60
464,15,S66Rel7,NC,S66Rel7,S66Rel7_372,372,63,60,60
465,15,S66Rel7,NC,S66Rel7,S66Rel7_377,377,64,60,60
466,15,S66Rel7,NC,S66Rel7,S66Rel7_379,379,65,60,60
467,15,S66Rel7,NC,S66Rel7,S66Rel7_393,393,66,60,60
468,15,S66Rel7,NC,S66Rel7,S66Rel7_405,405,67,60,60
469,15,S66Rel7,NC,S66Rel7,S66Rel7_407,407,68,60,60
470,15,S66Rel7,NC,S66Rel7,S66Rel7_414,414,69,60,60
471,15,S66Rel7,NC,S66Rel7,S66Rel7_419,419,70,60,60
472,15,S66Rel7,NC,S66Rel7,S66Rel7_421,421,71,60,60
473,15,S66Rel7,NC,S66Rel7,S66Rel7_435,435,72,60,60
474,15,S66Rel7,NC,S66Rel7,S66Rel7_442,442,73,60,60
475,15,S66Rel7,NC,S66Rel7,S66Rel7_449,449,74,60,60
476,16,Bauza30,NC,Bauza30,Bauza30_1,1,1,20,20
477,16,Bauza30,NC,Bauza30,Bauza30_2,2,2,20,20
478,16,Bauza30,NC,Bauza30,Bauza30_3,3,3,20,20
479,16,Bauza30,NC,Bauza30,Bauza30_4,4,4,20,20
480,16,Bauza30,NC,Bauza30,Bauza30_5,5,5,20,20
481,16,Bauza30,NC,Bauza30,Bauza30_6,6,6,20,20
482,16,Bauza30,NC,Bauza30,Bauza30_7,7,7,20,20
483,16,Bauza30,NC,Bauza30,Bauza30_8,8,8,20,20
484,16,Bauza30,NC,Bauza30,Bauza30_9,9,9,20,20
485,16,Bauza30,NC,Bauza30,Bauza30_10,10,10,20,20
486,16,Bauza30,NC,Bauza30,Bauza30_11,11,11,20,20
487,16,Bauza30,NC,Bauza30,Bauza30_12,12,12,20,20
488,16,Bauza30,NC,Bauza30,Bauza30_13,13,13,20,20
489,16,Bauza30,NC,Bauza30,Bauza30_14,14,14,20,20
490,16,Bauza30,NC,Bauza30,Bauza30_15,15,15,20,20
491,16,Bauza30,NC,Bauza30,Bauza30_16,16,16,20,20
492,16,Bauza30,NC,Bauza30,Bauza30_17,17,17,20,20
493,16,Bauza30,NC,Bauza30,Bauza30_18,18,18,20,20
494,16,Bauza30,NC,Bauza30,Bauza30_19,19,19,20,20
495,16,Bauza30,NC,Bauza30,Bauza30_20,20,20,20,20
496,16,Bauza30,NC,Bauza30,Bauza30_21,21,21,20,20
497,16,Bauza30,NC,Bauza30,Bauza30_22,22,22,20,20
498,16,Bauza30,NC,Bauza30,Bauza30_23,23,23,20,20
499,16,Bauza30,NC,Bauza30,Bauza30_24,24,24,20,20
500,16,Bauza30,NC,Bauza30,Bauza30_25,25,25,20,20
501,16,Bauza30,NC,Bauza30,Bauza30_26,26,26,20,20
502,16,Bauza30,NC,Bauza30,Bauza30_27,27,27,20,20
503,16,Bauza30,NC,Bauza30,Bauza30_28,28,28,20,20
504,16,Bauza30,NC,Bauza30,Bauza30_29,29,29,20,20
505,16,Bauza30,NC,Bauza30,Bauza30_30,30,30,20,20
506,17,CT20,NC,CT20,CT20_1,1,1,400,400
507,17,CT20,NC,CT20,CT20_2,2,2,400,400
508,17,CT20,NC,CT20,CT20_3,3,3,400,400
509,17,CT20,NC,CT20,CT20_4,4,4,400,400
510,17,CT20,NC,CT20,CT20_5,5,5,400,400
511,17,CT20,NC,CT20,CT20_6,6,6,400,400
512,17,CT20,NC,CT20,CT20_7,7,7,400,400
513,17,CT20,NC,CT20,CT20_8,8,8,400,400
514,17,CT20,NC,CT20,CT20_9,9,9,400,400
515,17,CT20,NC,CT20,CT20_10,10,10,400,400
516,17,CT20,NC,CT20,CT20_11,11,11,400,400
517,17,CT20,NC,CT20,CT20_12,12,12,400,400
518,17,CT20,NC,CT20,CT20_13,13,13,400,400
519,17,CT20,NC,CT20,CT20_14,14,14,400,400
520,17,CT20,NC,CT20,CT20_15,15,15,400,400
521,17,CT20,NC,CT20,CT20_16,16,16,400,400
522,17,CT20,NC,CT20,CT20_17,17,17,400,400
523,17,CT20,NC,CT20,CT20_18,18,18,400,400
524,17,CT20,NC,CT20,CT20_19,19,19,400,400
525,17,CT20,NC,CT20,CT20_20,20,20,400,400
526,18,HCP32,NC,HCP32,HCP32_1,1,1,60,60
527,18,HCP32,NC,HCP32,HCP32_2,2,2,60,60
528,18,HCP32,NC,HCP32,HCP32_3,3,3,60,60
529,18,HCP32,NC,HCP32,HCP32_4,4,4,60,60
530,18,HCP32,NC,HCP32,HCP32_5,5,5,60,60
531,18,HCP32,NC,HCP32,HCP32_6,6,6,60,60
532,18,HCP32,NC,HCP32,HCP32_7,7,7,60,60
533,18,HCP32,NC,HCP32,HCP32_8,8,8,60,60
534,18,HCP32,NC,HCP32,HCP32_9,9,9,60,60
535,18,HCP32,NC,HCP32,HCP32_10,10,10,60,60
536,18,HCP32,NC,HCP32,HCP32_11,11,11,60,60
537,18,HCP32,NC,HCP32,HCP32_12,12,12,60,60
538,18,HCP32,NC,HCP32,HCP32_13,13,13,60,60
539,18,HCP32,NC,HCP32,HCP32_14,14,14,60,60
540,18,HCP32,NC,HCP32,HCP32_15,15,15,60,60
541,18,HCP32,NC,HCP32,HCP32_16,16,16,60,60
542,18,HCP32,NC,HCP32,HCP32_17,17,17,60,60
543,18,HCP32,NC,HCP32,HCP32_18,18,18,60,60
544,18,HCP32,NC,HCP32,HCP32_19,19,19,60,60
545,18,HCP32,NC,HCP32,HCP32_20,20,20,60,60
546,18,HCP32,NC,HCP32,HCP32_21,21,21,60,60
547,18,HCP32,NC,HCP32,HCP32_22,22,22,60,60
548,18,HCP32,NC,HCP32,HCP32_23,23,23,60,60
549,18,HCP32,NC,HCP32,HCP32_24,24,24,60,60
550,18,HCP32,NC,HCP32,HCP32_25,25,25,60,60
551,18,HCP32,NC,HCP32,HCP32_26,26,26,60,60
552,18,HCP32,NC,HCP32,HCP32_27,27,27,60,60
553,18,HCP32,NC,HCP32,HCP32_28,28,28,60,60
554,18,HCP32,NC,HCP32,HCP32_29,29,29,60,60
555,18,HCP32,NC,HCP32,HCP32_30,30,30,60,60
556,18,HCP32,NC,HCP32,HCP32_31,31,31,60,60
557,18,HCP32,NC,HCP32,HCP32_32,32,32,60,60
558,19,TA13,NC,TA13,TA13_1,1,1,8,8
559,19,TA13,NC,TA13,TA13_2,2,2,8,8
560,19,TA13,NC,TA13,TA13_3,3,3,8,8
561,19,TA13,NC,TA13,TA13_4,4,4,8,8
562,19,TA13,NC,TA13,TA13_5,5,5,8,8
563,19,TA13,NC,TA13,TA13_6,6,6,8,8
564,19,TA13,NC,TA13,TA13_7,7,7,8,8
565,19,TA13,NC,TA13,TA13_8,8,8,8,8
566,19,TA13,NC,TA13,TA13_9,9,9,8,8
567,19,TA13,NC,TA13,TA13_10,10,10,8,8
568,19,TA13,NC,TA13,TA13_11,11,11,8,8
569,19,TA13,NC,TA13,TA13_12,12,12,8,8
570,19,TA13,NC,TA13,TA13_13,13,13,8,8
571,20,XB25,NC,XB25,XB25_1,1,1,200,200
572,20,XB25,NC,XB25,XB25_2,2,2,200,200
573,20,XB25,NC,XB25,XB25_3,3,3,200,200
574,20,XB25,NC,XB25,XB25_4,4,4,200,200
575,20,XB25,NC,XB25,XB25_5,5,5,200,200
576,20,XB25,NC,XB25,XB25_6,6,6,200,200
577,20,XB25,NC,XB25,XB25_7,7,7,200,200
578,20,XB25,NC,XB25,XB25_8,8,8,200,200
579,21,HW6Cl5,NC,HW6Cl5,HW6Cl_2,1,1,120,120
580,21,HW6Cl5,NC,HW6Cl5,HW6Cl_3,2,2,120,120
581,21,HW6Cl5,NC,HW6Cl5,HW6Cl_4,3,3,120,120
582,21,HW6Cl5,NC,HW6Cl5,HW6Cl_5,4,4,120,120
583,21,HW6Cl5,NC,HW6Cl5,HW6Cl_6,5,5,120,120
584,22,Shields38,NC,Shields38,Shields38_14,14,1,100,100
585,22,Shields38,NC,Shields38,Shields38_15,15,2,100,100
586,22,Shields38,NC,Shields38,Shields38_16,16,3,100,100
587,22,Shields38,NC,Shields38,Shields38_17,17,4,100,100
588,22,Shields38,NC,Shields38,Shields38_18,18,5,100,100
589,22,Shields38,NC,Shields38,Shields38_19,19,6,100,100
590,22,Shields38,NC,Shields38,Shields38_20,20,7,100,100
591,22,Shields38,NC,Shields38,Shields38_21,21,8,100,100
592,23,A24,NC,A24,A24_1,1,1,400,400
593,23,A24,NC,A24,A24_2,2,2,400,400
594,23,A24,NC,A24,A24_3,3,3,400,400
595,23,A24,NC,A24,A24_4,4,4,400,400
596,23,A24,NC,A24,A24_5,5,5,400,400
597,23,A24,NC,A24,A24_6,6,6,400,400
598,23,A24,NC,A24,A24_7,7,7,400,400
599,23,A24,NC,A24,A24_8,8,8,400,400
600,23,A24,NC,A24,A24_9,9,9,400,400
601,23,A24,NC,A24,A24_10,10,10,400,400
602,23,A24,NC,A24,A24_11,11,11,400,400
603,23,A24,NC,A24,A24_12,12,12,400,400
604,23,A24,NC,A24,A24_13,13,13,400,400
605,23,A24,NC,A24,A24_14,14,14,400,400
606,23,A24,NC,A24,A24_15,15,15,400,400
607,23,A24,NC,A24,A24_16,16,16,400,400
608,23,A24,NC,A24,A24_17,17,17,400,400
609,23,A24,NC,A24,A24_18,18,18,400,400
610,23,A24,NC,A24,A24_19,19,19,400,400
611,23,A24,NC,A24,A24_20,20,20,400,400
612,23,A24,NC,A24,A24_21,21,21,400,400
613,23,A24,NC,A24,A24_22,22,22,400,400
614,23,A24,NC,A24,A24_23,23,23,400,400
615,23,A24,NC,A24,A24_24,24,24,400,400
616,24,DS14,NC,DS14,DS14_1,1,1,60,60
617,24,DS14,NC,DS14,DS14_2,2,2,60,60
618,24,DS14,NC,DS14,DS14_3,3,3,60,60
619,24,DS14,NC,DS14,DS14_4,4,4,60,60
620,24,DS14,NC,DS14,DS14_5,5,5,60,60
621,24,DS14,NC,DS14,DS14_6,6,6,60,60
622,24,DS14,NC,DS14,DS14_7,7,7,60,60
623,24,DS14,NC,DS14,DS14_8,8,8,60,60
624,24,DS14,NC,DS14,DS14_9,9,9,60,60
625,24,DS14,NC,DS14,DS14_10,10,10,60,60
626,24,DS14,NC,DS14,DS14_11,11,11,60,60
627,24,DS14,NC,DS14,DS14_12,12,12,60,60
628,24,DS14,NC,DS14,DS14_13,13,13,60,60
629,24,DS14,NC,DS14,DS14_14,14,14,60,60
630,25,HSG,NC,HSG,HSG_1,1,1,150,150
631,25,HSG,NC,HSG,HSG_2,2,2,150,150
632,25,HSG,NC,HSG,HSG_3,3,3,150,150
633,25,HSG,NC,HSG,HSG_4,4,4,150,150
634,25,HSG,NC,HSG,HSG_5,5,5,150,150
635,25,HSG,NC,HSG,HSG_6,6,6,150,150
636,25,HSG,NC,HSG,HSG_7,7,7,150,150
637,25,HSG,NC,HSG,HSG_8,8,8,150,150
638,25,HSG,NC,HSG,HSG_9,9,9,150,150
639,25,HSG,NC,HSG,HSG_10,10,10,150,150
640,25,HSG,NC,HSG,HSG_11,11,11,150,150
641,25,HSG,NC,HSG,HSG_12,12,12,150,150
642,25,HSG,NC,HSG,HSG_13,13,13,150,150
643,25,HSG,NC,HSG,HSG_14,14,14,150,150
644,25,HSG,NC,HSG,HSG_15,15,15,150,150
645,25,HSG,NC,HSG,HSG_16,16,16,150,150
646,25,HSG,NC,HSG,HSG_17,17,17,150,150
647,25,HSG,NC,HSG,HSG_18,18,18,150,150
648,25,HSG,NC,HSG,HSG_19,19,19,150,150
649,25,HSG,NC,HSG,HSG_20,20,20,150,150
650,25,HSG,NC,HSG,HSG_21,21,21,150,150
651,26,IHB100,NC,IHB100,IHB100_1,1,1,80,80
652,26,IHB100,NC,IHB100,IHB100_2,2,2,80,80
653,26,IHB100,NC,IHB100,IHB100_3,3,3,80,80
654,26,IHB100,NC,IHB100,IHB100_4,4,4,80,80
655,26,IHB100,NC,IHB100,IHB100_5,5,5,80,80
656,26,IHB100,NC,IHB100,IHB100_6,6,6,80,80
657,26,IHB100,NC,IHB100,IHB100_7,7,7,80,80
658,26,IHB100,NC,IHB100,IHB100_8,8,8,80,80
659,26,IHB100,NC,IHB100,IHB100_9,9,9,80,80
660,26,IHB100,NC,IHB100,IHB100_10,10,10,80,80
661,26,IHB100,NC,IHB100,IHB100_11,11,11,80,80
662,26,IHB100,NC,IHB100,IHB100_12,12,12,80,80
663,26,IHB100,NC,IHB100,IHB100_13,13,13,80,80
664,26,IHB100,NC,IHB100,IHB100_14,14,14,80,80
665,26,IHB100,NC,IHB100,IHB100_15,15,15,80,80
666,26,IHB100,NC,IHB100,IHB100_16,16,16,80,80
667,26,IHB100,NC,IHB100,IHB100_17,17,17,80,80
668,26,IHB100,NC,IHB100,IHB100_18,18,18,80,80
669,26,IHB100,NC,IHB100,IHB100_19,19,19,80,80
670,26,IHB100,NC,IHB100,IHB100_20,20,20,80,80
671,26,IHB100,NC,IHB100,IHB100_21,21,21,80,80
672,26,IHB100,NC,IHB100,IHB100_22,22,22,80,80
673,26,IHB100,NC,IHB100,IHB100_23,23,23,80,80
674,26,IHB100,NC,IHB100,IHB100_24,24,24,80,80
675,26,IHB100,NC,IHB100,IHB100_25,25,25,80,80
676,26,IHB100,NC,IHB100,IHB100_26,26,26,80,80
677,26,IHB100,NC,IHB100,IHB100_27,27,27,80,80
678,26,IHB100,NC,IHB100,IHB100_28,28,28,80,80
679,26,IHB100,NC,IHB100,IHB100_29,29,29,80,80
680,26,IHB100,NC,IHB100,IHB100_30,30,30,80,80
681,26,IHB100,NC,IHB100,IHB100_31,31,31,80,80
682,26,IHB100,NC,IHB100,IHB100_32,32,32,80,80
683,26,IHB100,NC,IHB100,IHB100_33,33,33,80,80
684,26,IHB100,NC,IHB100,IHB100_34,34,34,80,80
685,26,IHB100,NC,IHB100,IHB100_35,35,35,80,80
686,26,IHB100,NC,IHB100,IHB100_36,36,36,80,80
687,26,IHB100,NC,IHB100,IHB100_37,37,37,80,80
688,26,IHB100,NC,IHB100,IHB100_38,38,38,80,80
689,26,IHB100,NC,IHB100,IHB100_39,39,39,80,80
690,26,IHB100,NC,IHB100,IHB100_40,40,40,80,80
691,26,IHB100,NC,IHB100,IHB100_41,41,41,80,80
692,26,IHB100,NC,IHB100,IHB100_42,42,42,80,80
693,26,IHB100,NC,IHB100,IHB100_43,43,43,80,80
694,26,IHB100,NC,IHB100,IHB100_44,44,44,80,80
695,26,IHB100,NC,IHB100,IHB100_45,45,45,80,80
696,26,IHB100,NC,IHB100,IHB100_46,46,46,80,80
697,26,IHB100,NC,IHB100,IHB100_47,47,47,80,80
698,26,IHB100,NC,IHB100,IHB100_48,48,48,80,80
699,26,IHB100,NC,IHB100,IHB100_49,49,49,80,80
700,26,IHB100,NC,IHB100,IHB100_50,50,50,80,80
701,26,IHB100,NC,IHB100,IHB100_51,51,51,80,80
702,26,IHB100,NC,IHB100,IHB100_52,52,52,80,80
703,26,IHB100,NC,IHB100,IHB100_53,53,53,80,80
704,26,IHB100,NC,IHB100,IHB100_54,54,54,80,80
705,26,IHB100,NC,IHB100,IHB100_55,55,55,80,80
706,26,IHB100,NC,IHB100,IHB100_56,56,56,80,80
707,26,IHB100,NC,IHB100,IHB100_57,57,57,80,80
708,26,IHB100,NC,IHB100,IHB100_58,58,58,80,80
709,26,IHB100,NC,IHB100,IHB100_59,59,59,80,80
710,26,IHB100,NC,IHB100,IHB100_60,60,60,80,80
711,26,IHB100,NC,IHB100,IHB100_61,61,61,80,80
712,26,IHB100,NC,IHB100,IHB100_62,62,62,80,80
713,26,IHB100,NC,IHB100,IHB100_63,63,63,80,80
714,26,IHB100,NC,IHB100,IHB100_64,64,64,80,80
715,26,IHB100,NC,IHB100,IHB100_65,65,65,80,80
716,26,IHB100,NC,IHB100,IHB100_66,66,66,80,80
717,26,IHB100,NC,IHB100,IHB100_67,67,67,80,80
718,26,IHB100,NC,IHB100,IHB100_68,68,68,80,80
719,26,IHB100,NC,IHB100,IHB100_69,69,69,80,80
720,26,IHB100,NC,IHB100,IHB100_70,70,70,80,80
721,26,IHB100,NC,IHB100,IHB100_71,71,71,80,80
722,26,IHB100,NC,IHB100,IHB100_72,72,72,80,80
723,26,IHB100,NC,IHB100,IHB100_73,73,73,80,80
724,26,IHB100,NC,IHB100,IHB100_74,74,74,80,80
725,26,IHB100,NC,IHB100,IHB100_75,75,75,80,80
726,26,IHB100,NC,IHB100,IHB100_76,76,76,80,80
727,26,IHB100,NC,IHB100,IHB100_77,77,77,80,80
728,26,IHB100,NC,IHB100,IHB100_78,78,78,80,80
729,26,IHB100,NC,IHB100,IHB100_79,79,79,80,80
730,26,IHB100,NC,IHB100,IHB100_80,80,80,80,80
731,26,IHB100,NC,IHB100,IHB100_81,81,81,80,80
732,26,IHB100,NC,IHB100,IHB100_82,82,82,80,80
733,26,IHB100,NC,IHB100,IHB100_83,83,83,80,80
734,26,IHB100,NC,IHB100,IHB100_84,84,84,80,80
735,26,IHB100,NC,IHB100,IHB100_85,85,85,80,80
736,26,IHB100,NC,IHB100,IHB100_86,86,86,80,80
737,26,IHB100,NC,IHB100,IHB100_87,87,87,80,80
738,26,IHB100,NC,IHB100,IHB100_88,88,88,80,80
739,26,IHB100,NC,IHB100,IHB100_89,89,89,80,80
740,26,IHB100,NC,IHB100,IHB100_90,90,90,80,80
741,26,IHB100,NC,IHB100,IHB100_91,91,91,80,80
742,26,IHB100,NC,IHB100,IHB100_92,92,92,80,80
743,26,IHB100,NC,IHB100,IHB100_93,93,93,80,80
744,26,IHB100,NC,IHB100,IHB100_94,94,94,80,80
745,26,IHB100,NC,IHB100,IHB100_95,95,95,80,80
746,26,IHB100,NC,IHB100,IHB100_96,96,96,80,80
747,26,IHB100,NC,IHB100,IHB100_97,97,97,80,80
748,26,IHB100,NC,IHB100,IHB100_98,98,98,80,80
749,26,IHB100,NC,IHB100,IHB100_99,99,99,80,80
750,26,IHB100,NC,IHB100,IHB100_100,100,100,80,80
751,27,IL16,NC,IL16,IL16_1,1,1,120,120
752,27,IL16,NC,IL16,IL16_2,2,2,120,120
753,27,IL16,NC,IL16,IL16_3,3,3,120,120
754,27,IL16,NC,IL16,IL16_4,4,4,120,120
755,27,IL16,NC,IL16,IL16_5,5,5,120,120
756,27,IL16,NC,IL16,IL16_6,6,6,120,120
757,27,IL16,NC,IL16,IL16_7,7,7,120,120
758,27,IL16,NC,IL16,IL16_8,8,8,120,120
759,27,IL16,NC,IL16,IL16_9,9,9,120,120
760,27,IL16,NC,IL16,IL16_10,10,10,120,120
761,27,IL16,NC,IL16,IL16_11,11,11,120,120
762,27,IL16,NC,IL16,IL16_12,12,12,120,120
763,27,IL16,NC,IL16,IL16_13,13,13,120,120
764,27,IL16,NC,IL16,IL16_14,14,14,120,120
765,27,IL16,NC,IL16,IL16_15,15,15,120,120
766,27,IL16,NC,IL16,IL16_16,16,16,120,120
767,28,RG10N1,NC,RG10N,RG10N_1,1,1,25,25
768,28,RG10N1,NC,RG10N,RG10N_8,8,2,25,25
769,28,RG10N1,NC,RG10N,RG10N_31,31,3,25,25
770,28,RG10N1,NC,RG10N,RG10N_33,33,4,25,25
771,28,RG10N1,NC,RG10N,RG10N_58,58,5,25,25
772,28,RG10N1,NC,RG10N,RG10N_59,59,6,25,25
773,28,RG10N1,NC,RG10N,RG10N_61,61,7,25,25
774,28,RG10N1,NC,RG10N,RG10N_63,63,8,25,25
775,28,RG10N1,NC,RG10N,RG10N_92,92,9,25,25
776,28,RG10N1,NC,RG10N,RG10N_93,93,10,25,25
777,28,RG10N1,NC,RG10N,RG10N_95,95,11,25,25
778,28,RG10N1,NC,RG10N,RG10N_125,125,12,25,25
779,28,RG10N1,NC,RG10N,RG10N_147,147,13,25,25
780,28,RG10N1,NC,RG10N,RG10N_149,149,14,25,25
781,28,RG10N1,NC,RG10N,RG10N_176,176,15,25,25
782,28,RG10N1,NC,RG10N,RG10N_177,177,16,25,25
783,28,RG10N1,NC,RG10N,RG10N_179,179,17,25,25
784,28,RG10N1,NC,RG10N,RG10N_181,181,18,25,25
785,28,RG10N1,NC,RG10N,RG10N_210,210,19,25,25
786,28,RG10N1,NC,RG10N,RG10N_212,212,20,25,25
787,28,RG10N1,NC,RG10N,RG10N_240,240,21,25,25
788,28,RG10N1,NC,RG10N,RG10N_242,242,22,25,25
789,28,RG10N1,NC,RG10N,RG10N_244,244,23,25,25
790,29,RG10N2,NC,RG10N,RG10N_3,3,1,800,800
791,29,RG10N2,NC,RG10N,RG10N_9,9,2,800,800
792,29,RG10N2,NC,RG10N,RG10N_11,11,3,800,800
793,29,RG10N2,NC,RG10N,RG10N_40,40,4,800,800
794,29,RG10N2,NC,RG10N,RG10N_71,71,5,800,800
795,29,RG10N2,NC,RG10N,RG10N_102,102,6,800,800
796,29,RG10N2,NC,RG10N,RG10N_105,105,7,800,800
797,29,RG10N2,NC,RG10N,RG10N_128,128,8,800,800
798,29,RG10N2,NC,RG10N,RG10N_131,131,9,800,800
799,29,RG10N2,NC,RG10N,RG10N_151,151,10,800,800
800,29,RG10N2,NC,RG10N,RG10N_153,153,11,800,800
801,29,RG10N2,NC,RG10N,RG10N_184,184,12,800,800
802,29,RG10N2,NC,RG10N,RG10N_189,189,13,800,800
803,29,RG10N2,NC,RG10N,RG10N_216,216,14,800,800
804,29,RG10N2,NC,RG10N,RG10N_218,218,15,800,800
805,29,RG10N2,NC,RG10N,RG10N_249,249,16,800,800
806,29,RG10N2,NC,RG10N,RG10N_253,253,17,800,800
807,30,S22,NC,S22,S22_1,1,1,120,120
808,30,S22,NC,S22,S22_2,2,2,120,120
809,30,S22,NC,S22,S22_3,3,3,120,120
810,30,S22,NC,S22,S22_4,4,4,120,120
811,30,S22,NC,S22,S22_5,5,5,120,120
812,30,S22,NC,S22,S22_6,6,6,120,120
813,30,S22,NC,S22,S22_7,7,7,120,120
814,30,S22,NC,S22,S22_8,8,8,120,120
815,30,S22,NC,S22,S22_9,9,9,120,120
816,30,S22,NC,S22,S22_10,10,10,120,120
817,30,S22,NC,S22,S22_11,11,11,120,120
818,30,S22,NC,S22,S22_12,12,12,120,120
819,30,S22,NC,S22,S22_13,13,13,120,120
820,30,S22,NC,S22,S22_14,14,14,120,120
821,30,S22,NC,S22,S22_15,15,15,120,120
822,30,S22,NC,S22,S22_16,16,16,120,120
823,30,S22,NC,S22,S22_17,17,17,120,120
824,30,S22,NC,S22,S22_18,18,18,120,120
825,30,S22,NC,S22,S22_19,19,19,120,120
826,30,S22,NC,S22,S22_20,20,20,120,120
827,30,S22,NC,S22,S22_21,21,21,120,120
828,30,S22,NC,S22,S22_22,22,22,120,120
829,31,MB16-43,TC,MB16-43,MB16-43_1,1,1,0.05,0.050000000000000003
830,31,MB16-43,TC,MB16-43,MB16-43_2,2,2,0.05,0.050000000000000003
831,31,MB16-43,TC,MB16-43,MB16-43_3,3,3,0.05,0.050000000000000003
832,31,MB16-43,TC,MB16-43,MB16-43_4,4,4,0.05,0.050000000000000003
833,31,MB16-43,TC,MB16-43,MB16-43_5,5,5,0.05,0.050000000000000003
