species,scope,gscdb137_dataset_count,gscdb137_datasets,gscdb137_reaction_uses,auxiliary_dataset_count,auxiliary_datasets,auxiliary_reaction_uses,charge,multiplicity,atom_count,basis,aux_basis_corr,scf_algorithm,xc_grid,num_basis,num_pairs,qchem_input,primary_orbital_dir,primary_qarchive,working_orbital_dir,working_qarchive,working_staged_ok
16c_triazolidinedione_monA_3B-69,gscdb137,1,3B-69,1,0,,0,0,1,10,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,546,142045,qchem_inputs/16c_triazolidinedione_monA_3B-69.in,True,True,True,True,True
16c_triazolidinedione_monB_3B-69,gscdb137,1,3B-69,1,0,,0,0,1,10,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,546,142045,qchem_inputs/16c_triazolidinedione_monB_3B-69.in,True,True,True,True,True
16c_triazolidinedione_monC_3B-69,gscdb137,1,3B-69,1,0,,0,0,1,10,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,546,142045,qchem_inputs/16c_triazolidinedione_monC_3B-69.in,True,True,True,True,True
16c_triazolidinedione_trim_3B-69,gscdb137,1,3B-69,1,0,,0,0,1,30,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1638,910440,qchem_inputs/16c_triazolidinedione_trim_3B-69.in,True,True,True,True,True
16prod1_CR20,gscdb137,1,CR20,1,0,,0,0,1,7,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,367,64475,qchem_inputs/16prod1_CR20.in,True,True,True,True,True
16prod2_CR20,gscdb137,1,CR20,1,0,,0,0,1,5,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,261,34577,qchem_inputs/16prod2_CR20.in,True,True,True,True,True
16prod_DIE60,gscdb137,1,DIE60,1,0,,0,0,1,19,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,837,285949,qchem_inputs/16prod_DIE60.in,True,True,True,True,True
16react_CR20,gscdb137,1,CR20,1,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,628,179489,qchem_inputs/16react_CR20.in,True,True,True,True,True
16react_CRBH20,gscdb137,1,CRBH14,1,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,628,179489,qchem_inputs/16react_CRBH20.in,True,True,True,True,True
16react_DIE60,gscdb137,1,DIE60,1,0,,0,0,1,19,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,837,276952,qchem_inputs/16react_DIE60.in,True,True,True,True,True
16ts_CRBH20,gscdb137,1,CRBH14,1,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,628,175235,qchem_inputs/16ts_CRBH20.in,True,True,True,True,True
170_BzBz_S-6p5_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,441750,qchem_inputs/170_BzBz_S-6p5_dim_NBC10.in,True,True,True,True,True
171_BzBz_S-10p0_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,391704,qchem_inputs/171_BzBz_S-10p0_dim_NBC10.in,True,True,True,True,True
172_BzBz_T-4p4_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,530670,qchem_inputs/172_BzBz_T-4p4_dim_NBC10.in,True,True,True,True,True
172_BzBz_T-4p4_monA_NBC10,gscdb137,1,NBC10,18,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,576,159036,qchem_inputs/172_BzBz_T-4p4_monA_NBC10.in,True,True,True,True,True
172_BzBz_T-4p4_monB_NBC10,gscdb137,1,NBC10,18,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,576,159036,qchem_inputs/172_BzBz_T-4p4_monB_NBC10.in,True,True,True,True,True
173_BzBz_T-4p5_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,527026,qchem_inputs/173_BzBz_T-4p5_dim_NBC10.in,True,True,True,True,True
174_BzBz_T-4p6_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,523130,qchem_inputs/174_BzBz_T-4p6_dim_NBC10.in,True,True,True,True,True
175_BzBz_T-4p7_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,519912,qchem_inputs/175_BzBz_T-4p7_dim_NBC10.in,True,True,True,True,True
176_BzBz_T-4p8_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,515660,qchem_inputs/176_BzBz_T-4p8_dim_NBC10.in,True,True,True,True,True
177_BzBz_T-4p9_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,510538,qchem_inputs/177_BzBz_T-4p9_dim_NBC10.in,True,True,True,True,True
178_BzBz_T-5p0_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,507526,qchem_inputs/178_BzBz_T-5p0_dim_NBC10.in,True,True,True,True,True
179_BzBz_T-5p1_dim_NBC10,gscdb137,1,NBC10,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1152,503364,qchem_inputs/179_BzBz_T-5p1_dim_NBC10.in,True,True,True,True,True
17_240-070-TS_Pentane14,gscdb137,1,Pentane13,1,0,,0,0,1,17,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,711,234213,qchem_inputs/17_240-070-TS_Pentane14.in,True,True,True,True,True
17_Benzene_HCl_3p100_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,223388,qchem_inputs/17_Benzene_HCl_3p100_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p200_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,222302,qchem_inputs/17_Benzene_HCl_3p200_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p300_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,221792,qchem_inputs/17_Benzene_HCl_3p300_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p400_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,221390,qchem_inputs/17_Benzene_HCl_3p400_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p500_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,220664,qchem_inputs/17_Benzene_HCl_3p500_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p550_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,219926,qchem_inputs/17_Benzene_HCl_3p550_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p600_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,219794,qchem_inputs/17_Benzene_HCl_3p600_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p650_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,219626,qchem_inputs/17_Benzene_HCl_3p650_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p700_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,218582,qchem_inputs/17_Benzene_HCl_3p700_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p800_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,218036,qchem_inputs/17_Benzene_HCl_3p800_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_3p900_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,216818,qchem_inputs/17_Benzene_HCl_3p900_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_4p000_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,215438,qchem_inputs/17_Benzene_HCl_4p000_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_4p250_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,212996,qchem_inputs/17_Benzene_HCl_4p250_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_4p500_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,210086,qchem_inputs/17_Benzene_HCl_4p500_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_4p750_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,207056,qchem_inputs/17_Benzene_HCl_4p750_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_5p000_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,204500,qchem_inputs/17_Benzene_HCl_5p000_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_5p500_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,200108,qchem_inputs/17_Benzene_HCl_5p500_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_6p000_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,196058,qchem_inputs/17_Benzene_HCl_6p000_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_6p500_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,192128,qchem_inputs/17_Benzene_HCl_6p500_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_7p000_BzDC215,gscdb137,1,BzDC215,1,0,,0,0,1,14,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,688,188714,qchem_inputs/17_Benzene_HCl_7p000_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_monA_BzDC215,gscdb137,1,BzDC215,20,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,576,159036,qchem_inputs/17_Benzene_HCl_monA_BzDC215.in,True,True,True,True,True
17_Benzene_HCl_monB_BzDC215,gscdb137,1,BzDC215,20,0,,0,0,1,2,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,112,6530,qchem_inputs/17_Benzene_HCl_monB_BzDC215.in,True,True,True,True,True
17_C24CageOh_C20C24,gscdb137,1,C20C246,1,0,,0,0,1,24,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1512,1064244,qchem_inputs/17_C24CageOh_C20C24.in,True,True,True,True,True
17_C2H2_H2O_OH__pi_dim_HW30,gscdb137,1,HW30,1,0,,0,0,1,7,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,324,49951,qchem_inputs/17_C2H2_H2O_OH__pi_dim_HW30.in,True,True,True,True,True
17_C2H2_H2O_OH__pi_monA_HW30,gscdb137,1,HW30,1,0,,0,0,1,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,192,18798,qchem_inputs/17_C2H2_H2O_OH__pi_monA_HW30.in,True,True,True,True,True
17_C2H2_H2O_OH__pi_monB_HW30,gscdb137,1,HW30,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_C2H2_H2O_OH__pi_monB_HW30.in,True,True,True,True,True
17_Cl-_SF2_dim_Bauza30,gscdb137,1,Bauza30,1,0,,0,-1,1,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,290,39754,qchem_inputs/17_Cl-_SF2_dim_Bauza30.in,True,True,True,True,True
17_Cl-_SF2_monA_Bauza30,gscdb137,1,Bauza30,1,0,,0,-1,1,1,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,79,3309,qchem_inputs/17_Cl-_SF2_monA_Bauza30.in,True,True,True,True,True
17_Cl-_SF2_monB_Bauza30,gscdb137,1,Bauza30,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,211,22409,qchem_inputs/17_Cl-_SF2_monB_Bauza30.in,True,True,True,True,True
17_ClBr_XB18,gscdb137,1,XB25,2,0,,0,0,1,2,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,177,15731,qchem_inputs/17_ClBr_XB18.in,True,True,True,True,True
17_H2-HF_dim_NC15,gscdb137,1,NC11,1,0,,0,0,1,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,165,13609,qchem_inputs/17_H2-HF_dim_NC15.in,True,True,True,True,True
17_H2-HF_monA_NC15,gscdb137,1,NC11,1,0,,0,0,1,2,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,66,2317,qchem_inputs/17_H2-HF_monA_NC15.in,True,True,True,True,True
17_H2-HF_monB_NC15,gscdb137,1,NC11,1,0,,0,0,1,2,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,99,5136,qchem_inputs/17_H2-HF_monB_NC15.in,True,True,True,True,True
17_H2OH2O_HB49,gscdb137,1,HB49,1,0,,0,0,1,6,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,264,33337,qchem_inputs/17_H2OH2O_HB49.in,True,True,True,True,True
17_HF-B_dim_CT20,gscdb137,1,CT20,1,0,,0,0,1,6,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,360,58131,qchem_inputs/17_HF-B_dim_CT20.in,True,True,True,True,True
17_HF-B_monA_CT20,gscdb137,1,CT20,1,0,,0,0,1,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,261,34291,qchem_inputs/17_HF-B_monA_CT20.in,True,True,True,True,True
17_HF-B_monB_CT20,gscdb137,1,CT20,1,0,,0,0,1,2,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,99,5136,qchem_inputs/17_HF-B_monB_CT20.in,True,True,True,True,True
17_H_Platonic24,gscdb137,1,PlatonicTAE6,6,0,,0,0,2,1,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,33,614,qchem_inputs/17_H_Platonic24.in,True,True,True,True,True
17_Isomer7_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,-1,1,31,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1386,708009,qchem_inputs/17_Isomer7_FmH2O10.in,True,True,True,True,True
17_Isomer7_Styrene45,gscdb137,1,Styrene42,1,0,,0,0,1,16,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,768,265691,qchem_inputs/17_Isomer7_Styrene45.in,True,True,True,True,True
17_Isomer7_mon10_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon10_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon11_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,-1,1,1,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,66,2344,qchem_inputs/17_Isomer7_mon11_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon1_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon1_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon2_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon2_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon3_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon3_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon4_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon4_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon5_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon5_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon6_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon6_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon7_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon7_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon8_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon8_FmH2O10.in,True,True,True,True,True
17_Isomer7_mon9_FmH2O10,gscdb137,1,FmH2O10,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_Isomer7_mon9_FmH2O10.in,True,True,True,True,True
17_MeNH2Br+_HNBrBDE18,gscdb137,1,HNBrBDE18,1,0,,0,1,1,8,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,389,74235,qchem_inputs/17_MeNH2Br+_HNBrBDE18.in,True,True,True,True,True
17_NH3+_TA13,gscdb137,1,TA13,2,0,,0,1,2,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,162,13492,qchem_inputs/17_NH3+_TA13.in,True,True,True,True,True
17_N_AE18,gscdb137,1,AE18,1,0,,0,0,4,1,AUG-CC-PCV5Z,rimp2-def2-QZVPPD,GDM,000500000974,181,16961,qchem_inputs/17_N_AE18.in,True,True,True,True,True
17_Reactant4_EIE22,gscdb137,1,EIE22,1,0,,0,0,1,12,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,582,151726,qchem_inputs/17_Reactant4_EIE22.in,True,True,True,True,True
17_Rxn7_TS_0cat_WCPT27,gscdb137,1,WCPT26,1,0,,0,0,1,5,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,274,37921,qchem_inputs/17_Rxn7_TS_0cat_WCPT27.in,True,True,True,True,True
17_ch3sh_nh3_cs_dim_DS14,gscdb137,1,DS14,1,0,,0,0,1,10,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,436,83074,qchem_inputs/17_ch3sh_nh3_cs_dim_DS14.in,True,True,True,True,True
17_ch3sh_nh3_cs_monA_DS14,gscdb137,1,DS14,1,0,,0,0,1,6,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,274,37950,qchem_inputs/17_ch3sh_nh3_cs_monA_DS14.in,True,True,True,True,True
17_ch3sh_nh3_cs_monB_DS14,gscdb137,1,DS14,1,0,,0,0,1,4,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,162,13492,qchem_inputs/17_ch3sh_nh3_cs_monB_DS14.in,True,True,True,True,True
17_gly28-big_dim_HSG,gscdb137,1,HSG,1,0,,0,0,1,30,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,1389,684067,qchem_inputs/17_gly28-big_dim_HSG.in,True,True,True,True,True
17_gly28-big_monA_HSG,gscdb137,1,HSG,1,0,,0,0,1,13,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,645,192953,qchem_inputs/17_gly28-big_monA_HSG.in,True,True,True,True,True
17_gly28-big_monB_HSG,gscdb137,1,HSG,1,0,,0,0,1,17,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,744,249995,qchem_inputs/17_gly28-big_monB_HSG.in,True,True,True,True,True
17_heptane_Alk44,gscdb137,3,AlkAtom19;AlkIsod14;AlkIsomer11,4,0,,0,0,1,23,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,969,371278,qchem_inputs/17_heptane_Alk44.in,True,True,True,True,True
17_isomer7_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,60,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,2640,2000090,qchem_inputs/17_isomer7_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon10_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon10_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon11_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon11_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon12_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon12_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon13_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon13_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon14_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon14_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon15_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon15_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon16_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon16_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon17_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon17_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon18_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon18_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon19_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon19_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon1_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon1_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon20_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon20_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon2_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon2_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon3_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon3_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon4_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon4_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon5_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon5_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon6_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon6_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon7_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon7_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon8_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon8_H2O20Bind10.in,True,True,True,True,True
17_isomer7_mon9_H2O20Bind10,gscdb137,1,H2O20Rel9,1,0,,0,0,1,3,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,132,9017,qchem_inputs/17_isomer7_mon9_H2O20Bind10.in,True,True,True,True,True
17_methane-ethane_0p9_dim_A21x12,gscdb137,1,A19Rel6,1,0,,0,0,1,13,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,519,125486,qchem_inputs/17_methane-ethane_0p9_dim_A21x12.in,True,True,True,True,True
17_methane-ethane_1p0_dim_A21x12,gscdb137,1,A19Rel6,6,0,,0,0,1,13,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,519,121900,qchem_inputs/17_methane-ethane_1p0_dim_A21x12.in,True,True,True,True,True
17_methane-ethane_1p1_dim_A21x12,gscdb137,1,A19Rel6,1,0,,0,0,1,13,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,519,116614,qchem_inputs/17_methane-ethane_1p1_dim_A21x12.in,True,True,True,True,True
17_methane-ethane_1p2_dim_A21x12,gscdb137,1,A19Rel6,1,0,,0,0,1,13,def2-QZVPPD,rimp2-def2-QZVPPD,GDM,000099000590,519,112580,qchem_inputs/17_methane-ethane_1p2_dim_A21x12.in,True,True,True,True,True
