reaction,dataset,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,objective_weight,stoichiometric_species_count
BH9_379,BH876,gscdb137,false,true,false,false,,3
BH9_380,BH876,gscdb137,false,true,false,false,,3
BH9_381,BH876,gscdb137,false,true,false,false,,3
BH9_382,BH876,gscdb137,false,true,false,false,,3
BH9_383,BH876,gscdb137,false,true,false,false,,3
BH9_384,BH876,gscdb137,false,true,false,false,,3
BH9_385,BH876,gscdb137,false,true,false,false,,3
BH9_386,BH876,gscdb137,false,true,false,false,,3
BH9_387,BH876,gscdb137,false,true,false,false,,3
BH9_388,BH876,gscdb137,false,true,false,false,,3
BH9_389,BH876,gscdb137,false,true,false,false,,3
BH9_390,BH876,gscdb137,false,true,false,false,,3
BH9_391,BH876,gscdb137,false,true,false,false,,3
BH9_392,BH876,gscdb137,false,true,false,false,,3
BH9_393,BH876,gscdb137,false,true,false,false,,3
BH9_394,BH876,gscdb137,false,true,false,false,,3
BH9_395,BH876,gscdb137,false,true,false,false,,3
BH9_396,BH876,gscdb137,false,true,false,false,,3
BH9_397,BH876,gscdb137,false,true,false,false,,3
BH9_398,BH876,gscdb137,false,true,false,false,,3
BH9_399,BH876,gscdb137,false,true,false,false,,3
BH9_400,BH876,gscdb137,false,true,false,false,,3
BH9_401,BH876,gscdb137,false,true,false,false,,3
BH9_402,BH876,gscdb137,false,true,false,false,,3
BH9_403,BH876,gscdb137,false,true,false,false,,3
BH9_404,BH876,gscdb137,false,true,false,false,,3
BH9_405,BH876,gscdb137,false,true,false,false,,3
BH9_406,BH876,gscdb137,false,true,false,false,,3
BH9_407,BH876,gscdb137,false,true,false,false,,3
BH9_408,BH876,gscdb137,false,true,false,false,,3
BH9_409,BH876,gscdb137,false,true,false,false,,3
BH9_410,BH876,gscdb137,false,true,false,false,,3
BH9_411,BH876,gscdb137,false,true,false,false,,3
BH9_412,BH876,gscdb137,false,true,false,false,,3
BH9_413,BH876,gscdb137,false,true,false,false,,3
BH9_414,BH876,gscdb137,false,true,false,false,,3
BH9_415,BH876,gscdb137,false,true,false,false,,3
BH9_416,BH876,gscdb137,false,true,false,false,,3
BH9_417,BH876,gscdb137,false,true,false,false,,3
BH9_418,BH876,gscdb137,false,true,false,false,,3
BH9_419,BH876,gscdb137,false,true,false,false,,3
BH9_420,BH876,gscdb137,false,true,false,false,,3
BH9_421,BH876,gscdb137,false,true,false,false,,3
BH9_422,BH876,gscdb137,false,true,false,false,,3
BH9_423,BH876,gscdb137,false,true,false,false,,3
BH9_424,BH876,gscdb137,false,true,false,false,,3
BH9_425,BH876,gscdb137,false,true,false,false,,2
BH9_426,BH876,gscdb137,false,true,false,false,,2
BH9_427,BH876,gscdb137,false,true,false,false,,3
BH9_428,BH876,gscdb137,false,true,false,false,,3
BH9_429,BH876,gscdb137,false,true,false,false,,3
BH9_430,BH876,gscdb137,false,true,false,false,,3
BH9_431,BH876,gscdb137,false,true,false,false,,3
BH9_432,BH876,gscdb137,false,true,false,false,,3
BH9_433,BH876,gscdb137,false,true,false,false,,3
BH9_434,BH876,gscdb137,false,true,false,false,,3
BH9_435,BH876,gscdb137,false,true,false,false,,3
BH9_436,BH876,gscdb137,false,true,false,false,,3
BH9_437,BH876,gscdb137,false,true,false,false,,3
BH9_438,BH876,gscdb137,false,true,false,false,,3
BH9_439,BH876,gscdb137,false,true,false,false,,3
BH9_440,BH876,gscdb137,false,true,false,false,,3
BH9_441,BH876,gscdb137,false,true,false,false,,3
BH9_442,BH876,gscdb137,false,true,false,false,,3
BH9_443,BH876,gscdb137,false,true,false,false,,3
BH9_444,BH876,gscdb137,false,true,false,false,,3
BH9_445,BH876,gscdb137,false,true,false,false,,3
BH9_446,BH876,gscdb137,false,true,false,false,,3
BH9_447,BH876,gscdb137,false,true,false,false,,3
BH9_448,BH876,gscdb137,false,true,false,false,,3
BH9_449,BH876,gscdb137,false,true,false,false,,3
BH9_450,BH876,gscdb137,false,true,false,false,,3
BH9_451,BH876,gscdb137,false,true,false,false,,3
BH9_452,BH876,gscdb137,false,true,false,false,,3
BH9_453,BH876,gscdb137,false,true,false,false,,3
BH9_454,BH876,gscdb137,false,true,false,false,,3
BH9_455,BH876,gscdb137,false,true,false,false,,3
BH9_456,BH876,gscdb137,false,true,false,false,,3
BH9_457,BH876,gscdb137,false,true,false,false,,3
BH9_458,BH876,gscdb137,false,true,false,false,,3
BH9_459,BH876,gscdb137,false,true,false,false,,3
BH9_460,BH876,gscdb137,false,true,false,false,,3
BH9_461,BH876,gscdb137,false,true,false,false,,3
BH9_462,BH876,gscdb137,false,true,false,false,,3
BH9_463,BH876,gscdb137,false,true,false,false,,2
BH9_464,BH876,gscdb137,false,true,false,false,,2
BH9_465,BH876,gscdb137,false,true,false,false,,3
BH9_466,BH876,gscdb137,false,true,false,false,,3
BH9_467,BH876,gscdb137,false,true,false,false,,3
BH9_468,BH876,gscdb137,false,true,false,false,,3
BH9_469,BH876,gscdb137,false,true,false,false,,2
BH9_470,BH876,gscdb137,false,true,false,false,,2
BH9_471,BH876,gscdb137,false,true,false,false,,3
BH9_472,BH876,gscdb137,false,true,false,false,,3
BH9_473,BH876,gscdb137,false,true,false,false,,3
BH9_474,BH876,gscdb137,false,true,false,false,,3
BH9_475,BH876,gscdb137,false,true,false,false,,3
BH9_476,BH876,gscdb137,false,true,false,false,,3
BH9_477,BH876,gscdb137,false,true,false,false,,2
BH9_478,BH876,gscdb137,false,true,false,false,,2
BH9_479,BH876,gscdb137,false,true,false,false,,3
BH9_480,BH876,gscdb137,false,true,false,false,,3
BH9_481,BH876,gscdb137,false,true,false,false,,3
BH9_482,BH876,gscdb137,false,true,false,false,,3
BH9_483,BH876,gscdb137,false,true,false,false,,3
BH9_484,BH876,gscdb137,false,true,false,false,,3
BH9_485,BH876,gscdb137,false,true,false,false,,3
BH9_486,BH876,gscdb137,false,true,false,false,,3
BH9_487,BH876,gscdb137,false,true,false,false,,3
BH9_488,BH876,gscdb137,false,true,false,false,,3
BH9_489,BH876,gscdb137,false,true,false,false,,3
BH9_490,BH876,gscdb137,false,true,false,false,,3
BH9_491,BH876,gscdb137,false,true,false,false,,3
BH9_492,BH876,gscdb137,false,true,false,false,,3
BH9_493,BH876,gscdb137,false,true,false,false,,3
BH9_494,BH876,gscdb137,false,true,false,false,,3
BH9_495,BH876,gscdb137,false,true,false,false,,3
BH9_496,BH876,gscdb137,false,true,false,false,,3
BH9_497,BH876,gscdb137,false,true,false,false,,2
BH9_498,BH876,gscdb137,false,true,false,false,,2
BH9_499,BH876,gscdb137,false,true,false,false,,2
BH9_500,BH876,gscdb137,false,true,false,false,,2
BH9_501,BH876,gscdb137,false,true,false,false,,2
BH9_502,BH876,gscdb137,false,true,false,false,,2
BH9_503,BH876,gscdb137,false,true,false,false,,2
BH9_504,BH876,gscdb137,false,true,false,false,,2
BH9_505,BH876,gscdb137,false,true,false,false,,3
BH9_506,BH876,gscdb137,false,true,false,false,,3
BH9_507,BH876,gscdb137,false,true,false,false,,3
BH9_508,BH876,gscdb137,false,true,false,false,,3
BH9_509,BH876,gscdb137,false,true,false,false,,3
BH9_510,BH876,gscdb137,false,true,false,false,,3
BH9_511,BH876,gscdb137,false,true,false,false,,3
BH9_512,BH876,gscdb137,false,true,false,false,,3
BH9_513,BH876,gscdb137,false,true,false,false,,3
BH9_514,BH876,gscdb137,false,true,false,false,,3
BH9_515,BH876,gscdb137,false,true,false,false,,3
BH9_516,BH876,gscdb137,false,true,false,false,,3
BH9_517,BH876,gscdb137,false,true,false,false,,2
BH9_518,BH876,gscdb137,false,true,false,false,,2
BH9_519,BH876,gscdb137,false,true,false,false,,3
BH9_520,BH876,gscdb137,false,true,false,false,,3
BH9_521,BH876,gscdb137,false,true,false,false,,3
BH9_522,BH876,gscdb137,false,true,false,false,,3
BH9_523,BH876,gscdb137,false,true,false,false,,2
BH9_524,BH876,gscdb137,false,true,false,false,,2
BH9_525,BH876,gscdb137,false,true,false,false,,3
BH9_526,BH876,gscdb137,false,true,false,false,,3
BH9_527,BH876,gscdb137,false,true,false,false,,3
BH9_528,BH876,gscdb137,false,true,false,false,,3
BH9_529,BH876,gscdb137,false,true,false,false,,3
BH9_530,BH876,gscdb137,false,true,false,false,,3
BH9_531,BH876,gscdb137,false,true,false,false,,3
BH9_532,BH876,gscdb137,false,true,false,false,,3
BH9_533,BH876,gscdb137,false,true,false,false,,2
BH9_534,BH876,gscdb137,false,true,false,false,,2
BH9_535,BH876,gscdb137,false,true,false,false,,2
BH9_536,BH876,gscdb137,false,true,false,false,,2
BH9_537,BH876,gscdb137,false,true,false,false,,3
BH9_538,BH876,gscdb137,false,true,false,false,,3
BH9_539,BH876,gscdb137,false,true,false,false,,3
BH9_540,BH876,gscdb137,false,true,false,false,,3
BH9_541,BH876,gscdb137,false,true,false,false,,3
BH9_542,BH876,gscdb137,false,true,false,false,,3
BH9_543,BH876,gscdb137,false,true,false,false,,2
BH9_544,BH876,gscdb137,false,true,false,false,,2
BH9_545,BH876,gscdb137,false,true,false,false,,2
BH9_546,BH876,gscdb137,false,true,false,false,,2
BH9_547,BH876,gscdb137,false,true,false,false,,2
BH9_548,BH876,gscdb137,false,true,false,false,,2
BH9_549,BH876,gscdb137,false,true,false,false,,3
BH9_550,BH876,gscdb137,false,true,false,false,,3
BH9_551,BH876,gscdb137,false,true,false,false,,3
BH9_552,BH876,gscdb137,false,true,false,false,,3
BH9_553,BH876,gscdb137,false,true,false,false,,3
BH9_554,BH876,gscdb137,false,true,false,false,,3
BH9_555,BH876,gscdb137,false,true,false,false,,3
BH9_556,BH876,gscdb137,false,true,false,false,,3
BH9_557,BH876,gscdb137,false,true,false,false,,3
BH9_558,BH876,gscdb137,false,true,false,false,,3
BH9_559,BH876,gscdb137,false,true,false,false,,3
BH9_560,BH876,gscdb137,false,true,false,false,,3
BH9_561,BH876,gscdb137,false,true,false,false,,3
BH9_562,BH876,gscdb137,false,true,false,false,,3
BH9_563,BH876,gscdb137,false,true,false,false,,3
BH9_564,BH876,gscdb137,false,true,false,false,,3
BH9_565,BH876,gscdb137,false,true,false,false,,3
BH9_566,BH876,gscdb137,false,true,false,false,,3
BH9_567,BH876,gscdb137,false,true,false,false,,3
BH9_568,BH876,gscdb137,false,true,false,false,,3
BH9_569,BH876,gscdb137,false,true,false,false,,3
BH9_570,BH876,gscdb137,false,true,false,false,,3
BH9_571,BH876,gscdb137,false,true,false,false,,3
BH9_572,BH876,gscdb137,false,true,false,false,,3
BH9_573,BH876,gscdb137,false,true,false,false,,2
BH9_574,BH876,gscdb137,false,true,false,false,,2
BH9_575,BH876,gscdb137,false,true,false,false,,3
BH9_576,BH876,gscdb137,false,true,false,false,,3
BH9_577,BH876,gscdb137,false,true,false,false,,3
BH9_578,BH876,gscdb137,false,true,false,false,,3
BH9_579,BH876,gscdb137,false,true,false,false,,3
BH9_580,BH876,gscdb137,false,true,false,false,,3
BH9_581,BH876,gscdb137,false,true,false,false,,3
BH9_582,BH876,gscdb137,false,true,false,false,,3
BH9_583,BH876,gscdb137,false,true,false,false,,2
BH9_584,BH876,gscdb137,false,true,false,false,,2
BH9_585,BH876,gscdb137,false,true,false,false,,3
BH9_586,BH876,gscdb137,false,true,false,false,,3
BH9_587,BH876,gscdb137,false,true,false,false,,3
BH9_588,BH876,gscdb137,false,true,false,false,,3
BH9_589,BH876,gscdb137,false,true,false,false,,2
BH9_590,BH876,gscdb137,false,true,false,false,,2
BH9_591,BH876,gscdb137,false,true,false,false,,3
BH9_592,BH876,gscdb137,false,true,false,false,,3
BH9_593,BH876,gscdb137,false,true,false,false,,3
BH9_594,BH876,gscdb137,false,true,false,false,,3
BH9_595,BH876,gscdb137,false,true,false,false,,3
BH9_596,BH876,gscdb137,false,true,false,false,,3
BH9_597,BH876,gscdb137,false,true,false,false,,3
BH9_598,BH876,gscdb137,false,true,false,false,,3
BH9_599,BH876,gscdb137,false,true,false,false,,2
BH9_600,BH876,gscdb137,false,true,false,false,,2
BH9_601,BH876,gscdb137,false,true,false,false,,3
BH9_602,BH876,gscdb137,false,true,false,false,,3
BH9_603,BH876,gscdb137,false,true,false,false,,3
BH9_604,BH876,gscdb137,false,true,false,false,,3
BH9_605,BH876,gscdb137,false,true,false,false,,2
BH9_606,BH876,gscdb137,false,true,false,false,,2
BH9_607,BH876,gscdb137,false,true,false,false,,3
BH9_608,BH876,gscdb137,false,true,false,false,,3
BH9_609,BH876,gscdb137,false,true,false,false,,3
BH9_610,BH876,gscdb137,false,true,false,false,,3
BH9_611,BH876,gscdb137,false,true,false,false,,3
BH9_612,BH876,gscdb137,false,true,false,false,,3
BH9_613,BH876,gscdb137,false,true,false,false,,2
BH9_614,BH876,gscdb137,false,true,false,false,,2
BH9_615,BH876,gscdb137,false,true,false,false,,3
BH9_616,BH876,gscdb137,false,true,false,false,,3
BH9_617,BH876,gscdb137,false,true,false,false,,2
BH9_618,BH876,gscdb137,false,true,false,false,,2
BH9_619,BH876,gscdb137,false,true,false,false,,3
BH9_620,BH876,gscdb137,false,true,false,false,,3
BH9_621,BH876,gscdb137,false,true,false,false,,3
BH9_622,BH876,gscdb137,false,true,false,false,,3
BH9_623,BH876,gscdb137,false,true,false,false,,3
BH9_624,BH876,gscdb137,false,true,false,false,,3
BH9_625,BH876,gscdb137,false,true,false,false,,3
BH9_626,BH876,gscdb137,false,true,false,false,,3
BH9_627,BH876,gscdb137,false,true,false,false,,3
BH9_628,BH876,gscdb137,false,true,false,false,,3
BH9_629,BH876,gscdb137,false,true,false,false,,2
BH9_630,BH876,gscdb137,false,true,false,false,,2
BH9_631,BH876,gscdb137,false,true,false,false,,3
BH9_632,BH876,gscdb137,false,true,false,false,,3
BH9_633,BH876,gscdb137,false,true,false,false,,3
BH9_634,BH876,gscdb137,false,true,false,false,,3
BH9_635,BH876,gscdb137,false,true,false,false,,3
BH9_636,BH876,gscdb137,false,true,false,false,,3
BH9_637,BH876,gscdb137,false,true,false,false,,2
BH9_638,BH876,gscdb137,false,true,false,false,,2
BH9_639,BH876,gscdb137,false,true,false,false,,3
BH9_640,BH876,gscdb137,false,true,false,false,,3
BH9_641,BH876,gscdb137,false,true,false,false,,3
BH9_642,BH876,gscdb137,false,true,false,false,,3
BH9_643,BH876,gscdb137,false,true,false,false,,2
BH9_644,BH876,gscdb137,false,true,false,false,,2
BH9_645,BH876,gscdb137,false,true,false,false,,2
BH9_646,BH876,gscdb137,false,true,false,false,,2
BH9_647,BH876,gscdb137,false,true,false,false,,2
BH9_648,BH876,gscdb137,false,true,false,false,,2
BH9_649,BH876,gscdb137,false,true,false,false,,2
BH9_650,BH876,gscdb137,false,true,false,false,,2
BH9_651,BH876,gscdb137,false,true,false,false,,3
BH9_652,BH876,gscdb137,false,true,false,false,,3
BH9_653,BH876,gscdb137,false,true,false,false,,2
BH9_654,BH876,gscdb137,false,true,false,false,,2
BH9_655,BH876,gscdb137,false,true,false,false,,3
BH9_656,BH876,gscdb137,false,true,false,false,,3
BH9_657,BH876,gscdb137,false,true,false,false,,2
BH9_658,BH876,gscdb137,false,true,false,false,,2
BH9_659,BH876,gscdb137,false,true,false,false,,2
BH9_660,BH876,gscdb137,false,true,false,false,,2
BH9_663,BH876,gscdb137,false,true,false,false,,3
BH9_664,BH876,gscdb137,false,true,false,false,,3
BH9_667,BH876,gscdb137,false,true,false,false,,3
BH9_668,BH876,gscdb137,false,true,false,false,,3
BH9_669,BH876,gscdb137,false,true,false,false,,3
BH9_670,BH876,gscdb137,false,true,false,false,,3
BH9_673,BH876,gscdb137,false,true,false,false,,3
BH9_674,BH876,gscdb137,false,true,false,false,,3
BH9_675,BH876,gscdb137,false,true,false,false,,3
BH9_676,BH876,gscdb137,false,true,false,false,,3
BH9_677,BH876,gscdb137,false,true,false,false,,3
BH9_678,BH876,gscdb137,false,true,false,false,,3
BH9_679,BH876,gscdb137,false,true,false,false,,3
BH9_680,BH876,gscdb137,false,true,false,false,,3
BH9_681,BH876,gscdb137,false,true,false,false,,3
BH9_682,BH876,gscdb137,false,true,false,false,,3
BH9_683,BH876,gscdb137,false,true,false,false,,3
BH9_684,BH876,gscdb137,false,true,false,false,,3
BH9_685,BH876,gscdb137,false,true,false,false,,3
BH9_686,BH876,gscdb137,false,true,false,false,,3
BH9_687,BH876,gscdb137,false,true,false,false,,3
BH9_688,BH876,gscdb137,false,true,false,false,,3
BH9_689,BH876,gscdb137,false,true,false,false,,3
BH9_690,BH876,gscdb137,false,true,false,false,,3
BH9_691,BH876,gscdb137,false,true,false,false,,3
BH9_692,BH876,gscdb137,false,true,false,false,,3
BH9_693,BH876,gscdb137,false,true,false,false,,3
BH9_694,BH876,gscdb137,false,true,false,false,,3
BH9_695,BH876,gscdb137,false,true,false,false,,3
BH9_696,BH876,gscdb137,false,true,false,false,,3
BH9_701,BH876,gscdb137,false,true,false,false,,3
BH9_702,BH876,gscdb137,false,true,false,false,,3
BH9_703,BH876,gscdb137,false,true,false,false,,3
BH9_704,BH876,gscdb137,false,true,false,false,,3
BH9_705,BH876,gscdb137,false,true,false,false,,3
BH9_706,BH876,gscdb137,false,true,false,false,,3
BH9_707,BH876,gscdb137,false,true,false,false,,3
BH9_708,BH876,gscdb137,false,true,false,false,,3
BH9_709,BH876,gscdb137,false,true,false,false,,3
BH9_710,BH876,gscdb137,false,true,false,false,,3
BH9_711,BH876,gscdb137,false,true,false,false,,3
BH9_712,BH876,gscdb137,false,true,false,false,,3
BH9_713,BH876,gscdb137,false,true,false,false,,3
BH9_714,BH876,gscdb137,false,true,false,false,,3
BH9_717,BH876,gscdb137,false,true,false,false,,3
BH9_718,BH876,gscdb137,false,true,false,false,,3
BH9_719,BH876,gscdb137,false,true,false,false,,3
BH9_720,BH876,gscdb137,false,true,false,false,,3
BH9_721,BH876,gscdb137,false,true,false,false,,3
BH9_722,BH876,gscdb137,false,true,false,false,,3
BH9_723,BH876,gscdb137,false,true,false,false,,3
BH9_724,BH876,gscdb137,false,true,false,false,,3
BH9_725,BH876,gscdb137,false,true,false,false,,3
BH9_726,BH876,gscdb137,false,true,false,false,,3
BH9_727,BH876,gscdb137,false,true,false,false,,3
BH9_728,BH876,gscdb137,false,true,false,false,,3
BH9_729,BH876,gscdb137,false,true,false,false,,3
BH9_730,BH876,gscdb137,false,true,false,false,,2
BH9_731,BH876,gscdb137,false,true,false,false,,3
BH9_732,BH876,gscdb137,false,true,false,false,,2
BH9_733,BH876,gscdb137,false,true,false,false,,3
BH9_734,BH876,gscdb137,false,true,false,false,,2
BH9_735,BH876,gscdb137,false,true,false,false,,3
BH9_736,BH876,gscdb137,false,true,false,false,,2
BH9_737,BH876,gscdb137,false,true,false,false,,3
BH9_738,BH876,gscdb137,false,true,false,false,,2
BH9_739,BH876,gscdb137,false,true,false,false,,3
BH9_740,BH876,gscdb137,false,true,false,false,,3
BH9_741,BH876,gscdb137,false,true,false,false,,3
BH9_742,BH876,gscdb137,false,true,false,false,,2
BH9_743,BH876,gscdb137,false,true,false,false,,3
BH9_744,BH876,gscdb137,false,true,false,false,,2
BH9_745,BH876,gscdb137,false,true,false,false,,3
BH9_746,BH876,gscdb137,false,true,false,false,,2
BH9_747,BH876,gscdb137,false,true,false,false,,3
BH9_748,BH876,gscdb137,false,true,false,false,,2
BH9_749,BH876,gscdb137,false,true,false,false,,2
BH9_750,BH876,gscdb137,false,true,false,false,,2
BH9_751,BH876,gscdb137,false,true,false,false,,2
BH9_752,BH876,gscdb137,false,true,false,false,,2
BH9_753,BH876,gscdb137,false,true,false,false,,2
BH9_754,BH876,gscdb137,false,true,false,false,,2
BH9_755,BH876,gscdb137,false,true,false,false,,3
BH9_756,BH876,gscdb137,false,true,false,false,,2
BH9_757,BH876,gscdb137,false,true,false,false,,2
BH9_758,BH876,gscdb137,false,true,false,false,,2
BH9_759,BH876,gscdb137,false,true,false,false,,2
BH9_760,BH876,gscdb137,false,true,false,false,,2
BH9_761,BH876,gscdb137,false,true,false,false,,3
BH9_762,BH876,gscdb137,false,true,false,false,,3
BH9_763,BH876,gscdb137,false,true,false,false,,3
BH9_764,BH876,gscdb137,false,true,false,false,,2
BH9_765,BH876,gscdb137,false,true,false,false,,3
BH9_766,BH876,gscdb137,false,true,false,false,,2
BH9_767,BH876,gscdb137,false,true,false,false,,3
BH9_768,BH876,gscdb137,false,true,false,false,,3
BH9_769,BH876,gscdb137,false,true,false,false,,3
BH9_770,BH876,gscdb137,false,true,false,false,,2
BH9_771,BH876,gscdb137,false,true,false,false,,3
BH9_772,BH876,gscdb137,false,true,false,false,,2
BH9_773,BH876,gscdb137,false,true,false,false,,3
BH9_774,BH876,gscdb137,false,true,false,false,,2
BH9_775,BH876,gscdb137,false,true,false,false,,3
BH9_776,BH876,gscdb137,false,true,false,false,,2
BH9_777,BH876,gscdb137,false,true,false,false,,3
BH9_778,BH876,gscdb137,false,true,false,false,,2
BH9_779,BH876,gscdb137,false,true,false,false,,2
BH9_780,BH876,gscdb137,false,true,false,false,,2
BH9_781,BH876,gscdb137,false,true,false,false,,2
BH9_782,BH876,gscdb137,false,true,false,false,,2
BH9_783,BH876,gscdb137,false,true,false,false,,2
BH9_784,BH876,gscdb137,false,true,false,false,,2
BH9_785,BH876,gscdb137,false,true,false,false,,2
BH9_786,BH876,gscdb137,false,true,false,false,,2
BH9_787,BH876,gscdb137,false,true,false,false,,3
BH9_788,BH876,gscdb137,false,true,false,false,,2
BH9_789,BH876,gscdb137,false,true,false,false,,3
BH9_790,BH876,gscdb137,false,true,false,false,,2
BH9_791,BH876,gscdb137,false,true,false,false,,3
BH9_792,BH876,gscdb137,false,true,false,false,,3
BH9_793,BH876,gscdb137,false,true,false,false,,3
BH9_794,BH876,gscdb137,false,true,false,false,,2
BH9_795,BH876,gscdb137,false,true,false,false,,3
BH9_796,BH876,gscdb137,false,true,false,false,,2
BH9_797,BH876,gscdb137,false,true,false,false,,2
BH9_798,BH876,gscdb137,false,true,false,false,,2
BH9_799,BH876,gscdb137,false,true,false,false,,2
BH9_800,BH876,gscdb137,false,true,false,false,,2
BH9_801,BH876,gscdb137,false,true,false,false,,2
BH9_802,BH876,gscdb137,false,true,false,false,,2
BH9_803,BH876,gscdb137,false,true,false,false,,3
BH9_804,BH876,gscdb137,false,true,false,false,,3
BH9_805,BH876,gscdb137,false,true,false,false,,2
BH9_806,BH876,gscdb137,false,true,false,false,,2
BH9_807,BH876,gscdb137,false,true,false,false,,2
BH9_808,BH876,gscdb137,false,true,false,false,,2
BH9_809,BH876,gscdb137,false,true,false,false,,2
BH9_810,BH876,gscdb137,false,true,false,false,,2
BH9_811,BH876,gscdb137,false,true,false,false,,3
BH9_812,BH876,gscdb137,false,true,false,false,,3
BH9_813,BH876,gscdb137,false,true,false,false,,3
BH9_814,BH876,gscdb137,false,true,false,false,,3
BH9_815,BH876,gscdb137,false,true,false,false,,3
BH9_816,BH876,gscdb137,false,true,false,false,,3
BH9_817,BH876,gscdb137,false,true,false,false,,3
BH9_818,BH876,gscdb137,false,true,false,false,,3
BH9_819,BH876,gscdb137,false,true,false,false,,3
BH9_820,BH876,gscdb137,false,true,false,false,,3
BH9_821,BH876,gscdb137,false,true,false,false,,3
BH9_822,BH876,gscdb137,false,true,false,false,,3
BH9_823,BH876,gscdb137,false,true,false,false,,3
BH9_824,BH876,gscdb137,false,true,false,false,,2
BH9_825,BH876,gscdb137,false,true,false,false,,3
BH9_826,BH876,gscdb137,false,true,false,false,,3
BH9_827,BH876,gscdb137,false,true,false,false,,3
BH9_828,BH876,gscdb137,false,true,false,false,,3
BH9_829,BH876,gscdb137,false,true,false,false,,3
BH9_830,BH876,gscdb137,false,true,false,false,,3
BH9_831,BH876,gscdb137,false,true,false,false,,3
BH9_832,BH876,gscdb137,false,true,false,false,,3
BH9_833,BH876,gscdb137,false,true,false,false,,3
BH9_834,BH876,gscdb137,false,true,false,false,,3
BH9_835,BH876,gscdb137,false,true,false,false,,3
BH9_836,BH876,gscdb137,false,true,false,false,,3
BH9_837,BH876,gscdb137,false,true,false,false,,3
BH9_838,BH876,gscdb137,false,true,false,false,,3
BH9_839,BH876,gscdb137,false,true,false,false,,3
BH9_840,BH876,gscdb137,false,true,false,false,,3
BH9_841,BH876,gscdb137,false,true,false,false,,3
BH9_842,BH876,gscdb137,false,true,false,false,,3
BH9_843,BH876,gscdb137,false,true,false,false,,3
BH9_844,BH876,gscdb137,false,true,false,false,,3
BH9_845,BH876,gscdb137,false,true,false,false,,3
BH9_846,BH876,gscdb137,false,true,false,false,,3
BH9_847,BH876,gscdb137,false,true,false,false,,3
BH9_848,BH876,gscdb137,false,true,false,false,,2
BH9_849,BH876,gscdb137,false,true,false,false,,3
BH9_850,BH876,gscdb137,false,true,false,false,,2
BH9_851,BH876,gscdb137,false,true,false,false,,3
BH9_852,BH876,gscdb137,false,true,false,false,,2
BH9_853,BH876,gscdb137,false,true,false,false,,3
BH9_854,BH876,gscdb137,false,true,false,false,,2
BH9_855,BH876,gscdb137,false,true,false,false,,3
BH9_856,BH876,gscdb137,false,true,false,false,,2
BH9_857,BH876,gscdb137,false,true,false,false,,3
BH9_858,BH876,gscdb137,false,true,false,false,,2
BH9_859,BH876,gscdb137,false,true,false,false,,3
BH9_860,BH876,gscdb137,false,true,false,false,,2
BH9_861,BH876,gscdb137,false,true,false,false,,3
BH9_862,BH876,gscdb137,false,true,false,false,,2
BH9_863,BH876,gscdb137,false,true,false,false,,3
BH9_864,BH876,gscdb137,false,true,false,false,,2
BH9_865,BH876,gscdb137,false,true,false,false,,2
BH9_866,BH876,gscdb137,false,true,false,false,,2
BH9_867,BH876,gscdb137,false,true,false,false,,3
BH9_868,BH876,gscdb137,false,true,false,false,,2
BH9_869,BH876,gscdb137,false,true,false,false,,3
BH9_870,BH876,gscdb137,false,true,false,false,,2
BH9_871,BH876,gscdb137,false,true,false,false,,3
BH9_872,BH876,gscdb137,false,true,false,false,,2
BH9_873,BH876,gscdb137,false,true,false,false,,3
BH9_874,BH876,gscdb137,false,true,false,false,,2
BH9_875,BH876,gscdb137,false,true,false,false,,3
BH9_876,BH876,gscdb137,false,true,false,false,,2
BH9_877,BH876,gscdb137,false,true,false,false,,3
BH9_878,BH876,gscdb137,false,true,false,false,,2
BH9_879,BH876,gscdb137,false,true,false,false,,3
BH9_880,BH876,gscdb137,false,true,false,false,,2
BH9_881,BH876,gscdb137,false,true,false,false,,3
BH9_882,BH876,gscdb137,false,true,false,false,,2
BH9_883,BH876,gscdb137,false,true,false,false,,2
BH9_884,BH876,gscdb137,false,true,false,false,,2
BH9_885,BH876,gscdb137,false,true,false,false,,2
BH9_886,BH876,gscdb137,false,true,false,false,,2
BH9_887,BH876,gscdb137,false,true,false,false,,3
BH9_888,BH876,gscdb137,false,true,false,false,,2
BH9_889,BH876,gscdb137,false,true,false,false,,2
BH9_890,BH876,gscdb137,false,true,false,false,,2
BH9_891,BH876,gscdb137,false,true,false,false,,2
BH9_892,BH876,gscdb137,false,true,false,false,,2
BH9_893,BH876,gscdb137,false,true,false,false,,2
BH9_894,BH876,gscdb137,false,true,false,false,,2
BH9_895,BH876,gscdb137,false,true,false,false,,2
BH9_896,BH876,gscdb137,false,true,false,false,,2
BH9_897,BH876,gscdb137,false,true,false,false,,3
BH9_898,BH876,gscdb137,false,true,false,false,,2
BHDIV10_1,BHDIV7,gscdb137,true,true,false,false,16,2
BHDIV10_3,BHDIV7,gscdb137,true,true,false,false,16,2
BHDIV10_4,BHDIV7,gscdb137,true,true,false,false,16,2
BHDIV10_5,BHDIV7,gscdb137,true,true,false,false,16,2
BHDIV10_6,BHDIV7,gscdb137,true,true,false,false,16,2
BHDIV10_7,BHDIV7,gscdb137,true,true,false,false,16,2
