species,scope,snapshot_input,input_sha256,molecule_block_sha256,geometry_payload_sha256,charge,multiplicity,atom_count,real_atom_count,ghost_atom_count,elements,manifest_orbital_basis,qchem_rem_basis,basis_block_sha256,basis_block_bytes,manifest_auxiliary_basis,qchem_rem_auxiliary_basis,auxiliary_basis_block_sha256,auxiliary_basis_block_bytes,qchem_rem_ecp,ecp_block_sha256,ecp_block_bytes,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_unrestricted,orbital_files_used
DC13_C6Cl6,gscdb137,species/DC13_C6Cl6/input0,af9a41808a7a667d6065056a193c05492d90c4021a238861bb9e823b37f0f362,534350a0be9ff5b31b9cae55dcbcfdb94ad5b6c2b6a909cc9be7cb1837014401,edc0eaf1706eb724859047e7c814ba52c66ef12b10762ff1bb71e9a5f7259eac,0,1,12,12,0,C;Cl,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_C6H6,gscdb137,species/DC13_C6H6/input0,d3bc424a655257a627049f07b5f2c9900a014f2f83124bf364203435e672cc9c,5b833f806edae3bfc1881f2db65301c3e50e07411885f4c34956d339f15f17b2,a217b7b057181394489fa9f62615480cf076d5db8ef2c547e17ede46d9985f61,0,1,12,12,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_CL2,gscdb137,species/DC13_CL2/input0,634197fcc63f3aff9ac9a6c32e06fe860c09a9fd6fad19e9e697de07c341e8c3,d5d3d99d30fef153712f810f77f6c8b51d1fe01999024a71986966b181693a5d,3fa1b0540fd7575783d476f9e8faea5f0219e457faec00b14be5687456012ff6,0,1,2,2,0,Cl,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_HCL,gscdb137,species/DC13_HCL/input0,173de082776736026127b71effd1556e7ef860dd2e4bfdc5f4a178ddd8d69d55,109efd2ebc28fb34f456c97424e8ba22d90a121fed377151fdb2a2ac31551fe9,473a7df800aa9fd00a72fc2537e81787a801d6bdd2bc04982e8c2d5bbdaa0729,0,1,2,2,0,Cl;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_C8H8_1,gscdb137,species/DC13_ISO_C8H8_1/input0,4b3db7c33fab86993dfa78e090ead647c9437ec34b8ff24d1fd0f0fa0a15d3af,880c6829eac1662253f922dbb7834109f2467e271707df97af7ae834fecf206d,008b2fa4cdb086e68a3a372f8de7781e58dadef32f6b75f36fa3eb398872e061,0,1,16,16,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_C8H8_41,gscdb137,species/DC13_ISO_C8H8_41/input0,cea9af3a4bccb54e7382b7781ebfd9136eb9ee4c7f195a1f66e8bf56e848ef81,b98b1306283f0f31ff3b6c8cd035bd2a4523aeaabe129621f7ed1a687c05a3f0,ae9022f020d57a4a9566333c57565af36bd08a53e18c867830c9e57433b6c80e,0,1,16,16,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_E35,gscdb137,species/DC13_ISO_E35/input0,76dbc5c9135d0df1c6d5eb3462f8946c904daec123a5422dcbb13b2f68791f19,32adcad89462759cecbce69b313eb4b2110a00ffc5d32a88e110ba4b6ae380b0,cce24faed5b92dd771aac670d8a48aad4075eea87d6fbd864aab9566a7da02c3,0,1,24,24,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_E36,gscdb137,species/DC13_ISO_E36/input0,b0292a319c4ee4f362cccc1753c6ab973f983c32bbb449c0c12b646d9d6ae206,689f8f7b1239c21be70d922ce27dbbd4592e683d9aebc6e66d41b7653ddd53a8,79a24c40c81b2a133fa12a96be7673a89fa3fdbb895fa6b3ed7973996764e9d3,0,1,12,12,0,C;H;N;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_P35,gscdb137,species/DC13_ISO_P35/input0,a897646c6fe48d5d0530810a6b893488f3d44410cce47f43f8302f2c67c4cf99,1984557f747319edc5578819052c53618063ea9d0591f9a72e27da4b0c377c6e,7b272f1b845fa659a38453b2caca60532fd5ce625bb527abac15a32777841a78,0,1,24,24,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ISO_P36,gscdb137,species/DC13_ISO_P36/input0,8700f4d317691b23c1b42b02d0ab7c25c05f2e2ab693a83df7c021a7bb1a81bf,97aa1f6d6045dcef24440326de2013994ac24b3053033ff0c5ad3777a8d3788b,9fb09d7a7170ad577b4b296c6e0f7159d3a424cf8706a881e5f66f4160407382,0,1,12,12,0,C;H;N;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_be,gscdb137,species/DC13_be/input0,ffde5b6b53dd68b258dcab8fe3944c7ed9b21676453da2411dc3df48397ff767,b55806dc462df65fd8951ead9eff89a0965b7029ea95cbd55e211e294e077949,434f540050f8623df5fc87ffed9814d80948def751fac2a0d104f411e8bfa87e,0,1,1,1,0,Be,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_be4,gscdb137,species/DC13_be4/input0,b3dd91bde273b9ea10fbbb045d102911150f4dc733b7e2ce9c54e610572232ea,34325d42b50b74ff9d41422e1fa01d0fd1284e5bb560b4e04910f09a8064b78a,0273b949cbd0518f9871f1ca6cd0cc74c5d71fd32422a383478e67ed5960f2d5,0,1,4,4,0,Be,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_c20bowl,gscdb137,species/DC13_c20bowl/input0,77d96935b457add2d0d1dd11957afdbc94c5ed0836b6730fc7af22631f80b7c8,a764578e6f8d4b5033b95067b3f310c4b9d6dd2287c63d979aa9956a4e28b0a5,237eb76e0cea0909228ded851c5c1119dfd044bf861d47a412dfb7f9d3b2da3b,0,1,20,20,0,C,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_c20cage,gscdb137,species/DC13_c20cage/input0,b4140884362307a45ab110d0b780058370625571ab14b7b500e0d0ad638d9e8a,e5f02c5944bbc8914d2d0f8b65b5d2541f27bc03b46685235f4e38dda0042cdf,3cfbfc9b823136687618d21849c3f6a1377ad8110b3f1a882a365368f4799292,0,1,20,20,0,C,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_c2h2,gscdb137,species/DC13_c2h2/input0,28fb2b65bac849c594fdd093de13a93e4149a8c8db1fc01667bd1e4533914fba,c1638c1289262205897ec42ebfdc62fa9ffeda84fb34a460e47ab5e144a07758,b794c050e9fe4f8e2068eaa7b9da9898a9d9c0eb008427dc15502ede73e2cb28,0,1,4,4,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_c2h4,gscdb137,species/DC13_c2h4/input0,07c956e787102de4167e1ef4f4d4497aed7d56b3645d98fbc231ebece6114272,80c91302bea9ca5c4f3abff1e3b336c5b4239a21a35274045d08310e4ab20d2b,9d2d4da37810c15d21c5cd94070970e6fc89e545b95f3fa807d6076e68533ef0,0,1,6,6,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_carbooxo1,gscdb137,species/DC13_carbooxo1/input0,b83db8fce11992ec743d976471f34d65f964c8b91c18693ca6f4301cb20595fb,1fd6a5d7b4ffe301e5bf0d3c959fb13221985c18adcb02f5b72e48eee0c10bea,a187d38dedebbce1fde7ad4eda0f079145ace4b8b9ed16a655776446de050c09,0,1,12,12,0,C;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_carbooxo2,gscdb137,species/DC13_carbooxo2/input0,884d122a313a09560227e6d0f8abf1e181c84844e2827610de4479051f9cd2dc,939b96fe35a0e4485259d0c6900f5838e0b2e76a84d2cb5389488d54f991a755,d072860c2292e67623287672a5432afb5b4d49f6785e70e2194beff8f0df409b,0,1,12,12,0,C;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ch2n2,gscdb137,species/DC13_ch2n2/input0,151a11854b6519241e7a17254db248488862d81cecc57dd04c8452dc06ca17b3,1a75dd8cdca51a0d58bab3ef1417468d31afb569b48ff286cc38dc2fa62c92c1,911440df47a4fc16119b7c013a6f544ec3b3212f0260b43d965370201ebc1bce,0,1,5,5,0,C;H;N,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_ethen,gscdb137,species/DC13_ethen/input0,32da0747ba874341030ee9df90d7d83015f4f6543511e0d9f7145d31e948b694,9ac01551063ad7aaebd95efce10cdf81ecb2e2abc3a1120a80d2b9f56fe65622,92e7a81cf9b6ea6fe976a8bce6577756c6767aebc06085e36b6cd12c2fbc50ed,0,1,6,6,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_heptahexaene,gscdb137,species/DC13_heptahexaene/input0,639c7e1a5ec78af8b5c965adfa6a38fe071131e352b1f72716c574f46077665f,ac6c8b013a920587786224a70aebbab91ba2c8910be08489cc53b19e7f9f037d,192a82c4f8910b3b04983b4a52b64566a373ae9e7fab30d226cc6a3740b6c507,0,1,11,11,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_heptatriyne,gscdb137,species/DC13_heptatriyne/input0,b4838286e7db1edcb987bea6c73676b2a218a74564d4829f5d085b7f2427d8f1,4c916814ca0568c529b81567d40d27a09844578dead2009262f3ae331ba2dbc6,0421932c7c4d697a7677a5b2a389b0f9e7ff8d1b21f6fa6e54826917da158b9c,0,1,11,11,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_o3,gscdb137,species/DC13_o3/input0,8544ab65ffac4920dc2e43a3838a4b2b6cad7d273d19b5363585a54dd862a5ac,8dd41ea448c93033f2a8196fe03bfa45d36e37e2ade439f6f0245b05bb29c7bd,40e04df55a19311cce7243487222e7f4e83f6ba5cf35624cb7274f055eeb75bb,0,1,3,3,0,O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_o3_c2h2_add,gscdb137,species/DC13_o3_c2h2_add/input0,fc75d69d243810aed821da0fe81159de526cb5cd3c087566100c5b0f6df88d75,0246a15547c25239f8fea5c903977e3f51106509921fbf24d31c3abc43fbc74b,b2e690ae519462e58fd7780cb21a26b5ba178c6420b7342718b714e6a8d2fa11,0,1,7,7,0,C;H;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_o3_c2h4_add,gscdb137,species/DC13_o3_c2h4_add/input0,9d5669f6219bf351d032e3ddc7f3fee6249274b25c20842d1367d83dd7ff6f02,8d28467834cc7018cc436f5d98057137cfe4c98f7f76101912d210ca232574b1,d56745f8f29003e854a40a37cecb5b14caa4d499cf861ead11c5f204bb869739,0,1,9,9,0,C;H;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_omcb,gscdb137,species/DC13_omcb/input0,466c5b22f0565afd1d29a57cae89cba47ad16a7388efbb4ccca6035e50bce800,2e66215e5bd86fb58ef86d9b2b0b81c6afd5d4164dc1b4e90ca8fdbd3da3e9f0,acc5b9bb8c3ee1755ebef121d8910398ec64e05340e1fb8d78a209493dc82bf6,0,1,36,36,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_s2,gscdb137,species/DC13_s2/input0,ec520e2ae68fd062edf803882903405a3a4a764991a00b406fabd1a171483a24,661e66d651055b4209e8e2df0f1d3d037ebfbfa1ff281b3a893f8bc5ac9dce26,c5e7ee6644f3efd7bf6a2e4fcd687f167162539b2df876da3a85065b21e610a0,0,3,2,2,0,S,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_s8,gscdb137,species/DC13_s8/input0,57e07b75893b560f091f7d7e6650f15646c40061da29663432c2b1adcb8c6a74,e94d99d16048da611a6f94093e72624b4879e51ced049efe955a98097e2c3aac,33ca9416e7475441840c015c9659089a748fafc14553c082cd8ec5b6193621df,0,1,8,8,0,S,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DC13_tmethen,gscdb137,species/DC13_tmethen/input0,303a2da667dfec29e7012cf783a682807312d11e64ae553a16fe548c48ac8b5a,502a8aa91e450401cb94cb9107f7f4bf9a1bd5911eb257fc979a8ca2b68e139a,12d805dfd22170e6da073b71035acfc9312eaa17550d03a181101f6816cfef59,0,1,18,18,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
DIPCS10_be,gscdb137,species/DIPCS10_be/input0,b77fbe583edbf9488eb610416aac5773d935632ea709ed3aa8e9de97387cf6ee,21f5a018551e10236441c85ddf043bf7d1846d6837dcb4f63f9fd907f1a77952,679bbdbde55113825160ffcf22b6242f82530e6b09f186281d45549c0603a393,0,1,1,1,0,Be,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_be_2+,gscdb137,species/DIPCS10_be_2+/input0,156e3a8e313f503f8292f49d56f5a351ca23d9188a5875f143b254bec070ce9b,4f010211cf2f9116f73cfca0273d1b479b8791e193164eff25cf6393cca51a9d,679bbdbde55113825160ffcf22b6242f82530e6b09f186281d45549c0603a393,2,1,1,1,0,Be,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c2h4,gscdb137,species/DIPCS10_c2h4/input0,aa7077a7603b791fc1f61a6234204063d87bf124ec6dd020c289e864d3be36e0,789f486ff752574c75456d1b3fa86d8067e08f80f45ba92d591a91656959adfd,286a754097c08444b798dae7916f7c98d29c48253b756a3fed9cdf61fdc8c544,0,1,6,6,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c2h4_2+,gscdb137,species/DIPCS10_c2h4_2+/input0,a12d5b9e7b6bf4bb278eb322041694dc896d34985ced4fce492a4619a780b312,6a5656b98c6215cabea23831a366db64d0f8bd6094b1da593a4c4d7c5f8abedb,90e9af1d2d0bfb9d78d443d053ecbcb3f76954986f79b5641a12efaf08802c53,2,1,6,6,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c2h6,gscdb137,species/DIPCS10_c2h6/input0,c513b52ecf5c4f3982794723c3f13b33ce066c46863c08fdbf79cf530b8bce21,a9b102bd0026e7d1c919fd07845f647aa68f48e974dcbc5b8cb9eb9872a32faa,db91621cfb8137548ccb2e6da4599605f758510f2d16ebc8f830e5758910da14,0,1,8,8,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c2h6_2+,gscdb137,species/DIPCS10_c2h6_2+/input0,cc9973af9b57b005473fc9c4d3b86e2148d7b0149dcc87d59797a74460992230,b0d52ce10e516a4edf2a8cf162247ca0234c2379f0c2d5af99bc474b0e992e73,960706523f6fc3131144949a66aa3e2543cb8db9d728d30ee58248f3a27f6182,2,1,8,8,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c4h4,gscdb137,species/DIPCS10_c4h4/input0,b9598665ff2eb56d5750ce9f6d42d9848cb65115a2ac07217a1edaccec852e1b,2b69743e711d9b9e4783c6b93a9d44a6aa3a9d8c819f7eab9d261ec1268a6c46,975f9cda636ec85d00f72fc80dce220b93d606187e8dc630cc4f09664baebbca,0,1,8,8,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_c4h4_2+,gscdb137,species/DIPCS10_c4h4_2+/input0,6e255d62221e9f54f4e1e823747c45087880b75b6bf390326e2615fa84e2614a,5e599594189084107afeced88ea6362291b1aa20e2ff48546b38a0a31f6bbde9,fe6d737b5aa6a8f4a3f99765e3f3bcae11f9ab05bd8e5dc7ca47407a3ef9da22,2,1,8,8,0,C;H,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_ch2o,gscdb137,species/DIPCS10_ch2o/input0,03d6e7a305f6ea9560a8201532b93fe2afe5617a795f31e91795191129078c90,b950de5aea3356a5c5ade084bba61d54e699ff4d506afb42eb9998024f820256,9ba81b2559470d2af8c48e27b8c44088dc7a8b4efadc167a948e59c9debc8930,0,1,4,4,0,C;H;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_ch2o_2+,gscdb137,species/DIPCS10_ch2o_2+/input0,fcf39451b4a4d42dde223a7a1a951f3d1b9e194fce4283569c05bded001c3e7e,17923a18b02fe4289be1dc82ad6112667957c7fd60af6eb67f78f44db6d0df93,527f2c8c53b74f1d84c75f78d3e3710e0ef84e60aa79bb80bebd3b87817bd6e0,2,1,4,4,0,C;H;O,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_h2s,auxiliary_only,species/DIPCS10_h2s/input0,013357ca3f2c66719767aeb879d46315dec2119d17a5fe63c057406234a03cc0,92889f4c4b4c4861a7b1655ebe71d8450f79163409e8cf52d7b28437aceef519,c8f3d7d2cfa2d85e415c563d461a7d758d500d82c551b95541e0bac4f4ec714e,0,1,3,3,0,H;S,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,false,false,true,True,false
DIPCS10_h2s_2+,auxiliary_only,species/DIPCS10_h2s_2+/input0,7346e43e4ad18129f207444c6afa58174ea42cce2f1bcddbbeaec2d095637459,32db486ee404596826e3349cc17baaeb7b3390e963a1d3e66709ca326aa53719,86967ff62462fd6c39ce3dfb889bef884650def18a6187d35df3e1104e866caa,2,1,3,3,0,H;S,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,false,false,true,True,false
DIPCS10_mg,gscdb137,species/DIPCS10_mg/input0,69e3f353880aaf07f5f64a2edbcf582f9439102492f4f929c163da8ef4ab0a0e,06188f297819640c800e0a466a351f337e6f7d14f2febdddec0688b09b3a4f49,94ec669baef02b62b4ecd6aeb49bb54959d0266ad15ed7200c8f67a9d2c6076f,0,1,1,1,0,Mg,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_mg_2+,gscdb137,species/DIPCS10_mg_2+/input0,08a725b51aad5d7ba7f42fc6100363887f38167860c62f3e4c930cee1a356189,08b9fec6f7d0e54146a46b02c589f83473e28f0ef626eaefb64606af8f46ecc2,94ec669baef02b62b4ecd6aeb49bb54959d0266ad15ed7200c8f67a9d2c6076f,2,1,1,1,0,Mg,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_n2h2,gscdb137,species/DIPCS10_n2h2/input0,e739efc19a22cadfe93e2031680ddd420cfc1cbbb2c8ace82ef12d1d484eb1b9,b2fcb70e386355f37a6465777766295c11d4274cf0f6e2248163d0e50654a31a,8d786c7b0b9282c80d9905bb1b9283f48a6747e1fab9e6e25181ea20c2fa5f9e,0,1,4,4,0,H;N,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_n2h2_2+,gscdb137,species/DIPCS10_n2h2_2+/input0,b1e75787c82811ee5740da1e446c96cd4df3981235b75233ad2f602a443720b2,571c00111909d09603b29e20453ba4888e8e41fa6a616b9971387d129fb8fc39,c662c0214289d70f9ea1686133c7a090eb4ae441b8529c49e349e00b6a16da0a,2,1,4,4,0,H;N,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_nh3,gscdb137,species/DIPCS10_nh3/input0,61623f2c2680036776bd44deef916dfd8f1555056a82fae8e3d895aad8681df5,32ff29699653f03374101bda67c92d7b3354cc1a57c6111171d7dcf78397983e,f6fe0a6c23b447a9ed381aa7719c7da759ec39ebdfd28827af10cc47eefce00b,0,1,4,4,0,H;N,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_nh3_2+,gscdb137,species/DIPCS10_nh3_2+/input0,4e452e91a68cfe621d93925ef0337ab533b05c30cfebcb73de31daf108185912,ad302104ba25923b5c8ede8a3012e1a7118e9c14438281c4a9da37d3418f5532,931a0034fc6c7e626ade454114c449ed3078b7c2a213cf55172ce2531a3808de,2,1,4,4,0,H;N,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_ph3,gscdb137,species/DIPCS10_ph3/input0,dba2251cfc187bf9fa01795a57e731c1fc99f0a360bce770db6d5acf809cbd63,42f3ac3ad317fa38c348e945318cd25fa32a43e650ef19acb0176c996c1aff4e,1f8d3f5ad0ed60457e32362a9a0a95d8b734f3cf84c804410ca49f5b2df5ed02,0,1,4,4,0,H;P,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
DIPCS10_ph3_2+,gscdb137,species/DIPCS10_ph3_2+/input0,6bd5ce5e2ee3180a7e5cdaa71a633e7d8d3e76384eb123f48a544acc3fde6d58,8055e2ca9677d54564204c9ce48a2d1d01ba17d640e49155b77d2b46c1d5b3b8,2eb37af133f9e3212770f810a7a6bc4d970399b34e93e69d61fe3d4a8325db19,2,1,4,4,0,H;P,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
Dip146_AlF2+,gscdb137,species/Dip146_AlF2+/input0,9021f231439deb625441f85a33fcdefb3e8f315aed29d4498911c85fa220f134,2e6ad71808ed013a0bca16409291c42b46aa326e4f9d65623c7584a3c27b702e,0c21bb042fc1807cae24c4e7826cf339977da098446126a7840762fb2590fece,0,1,2,2,0,Al;F,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
Dip146_AlF2-,gscdb137,species/Dip146_AlF2-/input0,adf0be9c3ce75fb0a68f6186a9ffbb691fe861898b1ad8d16c317802d3b02a67,2e6ad71808ed013a0bca16409291c42b46aa326e4f9d65623c7584a3c27b702e,0c21bb042fc1807cae24c4e7826cf339977da098446126a7840762fb2590fece,0,1,2,2,0,Al;F,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
Dip146_AlH22+,gscdb137,species/Dip146_AlH22+/input0,d7b9bbe29f5d4993662721269d7981b102f2e56ef20af8c00d45f8fe4649900b,0a3665bdbc650f5927a53ca9186b5484503f317e30929c7857ee8afe0361dc40,1262be3e771eea307c5b052cfab528db4caabd9475a3b4ade6e9f71f02fbbc1d,0,2,3,3,0,Al;H,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
Dip146_AlH22-,gscdb137,species/Dip146_AlH22-/input0,7aadd830812b69fa08d033f5b44642cf36fc872318931cda431b1b29cccb675e,0a3665bdbc650f5927a53ca9186b5484503f317e30929c7857ee8afe0361dc40,1262be3e771eea307c5b052cfab528db4caabd9475a3b4ade6e9f71f02fbbc1d,0,2,3,3,0,Al;H,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
Dip146_BF2+,gscdb137,species/Dip146_BF2+/input0,0e1b9b88b39aaaa7f0f663881b6f1f59af1b818e55fd67b7473f8f43a67ddc16,cd3ba05ad387b3d4b5ec6bc0b88f5868834c5f5c47982d7bf13bedb1095ed64a,d0eeed76007c7861acf8bc4da8608899de59256c951a83b4846bc9a1b9ef820d,0,1,2,2,0,B;F,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
Dip146_BF2-,gscdb137,species/Dip146_BF2-/input0,904402e20a005b4b13051d007275f93db898e4a3cdba252ec175eb31d0358dfe,cd3ba05ad387b3d4b5ec6bc0b88f5868834c5f5c47982d7bf13bedb1095ed64a,d0eeed76007c7861acf8bc4da8608899de59256c951a83b4846bc9a1b9ef820d,0,1,2,2,0,B;F,AUG-PC-3,AUG-PC-3,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,true,true,false,false,True,false
