species,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_input_metadata_available,geometry_status
18_Product4_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_Rxn8_TS_0cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_formamide_ch3sh_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_formamide_ch3sh_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_formamide_ch3sh_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_gly50-ring-big_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_gly50-ring-big_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_gly50-ring-big_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon10_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon11_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon12_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon13_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon14_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon15_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon16_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon17_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon18_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon19_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon1_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon20_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon2_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon3_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon4_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon5_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon6_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon7_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon8_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_isomer8_mon9_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_0p9_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_1p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_1p1_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_1p2_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_1p4_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_1p6_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_methane-ethane_2p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18_octane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18a_succinic_anhydride_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18b_succinic_anhydride_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18c_succinic_anhydride_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18react_CRBH20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
18react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
18ts_CRBH20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
190_BzH2S-3p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
190_BzH2S-3p2_monA_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
190_BzH2S-3p2_monB_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
191_BzH2S-3p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
192_BzH2S-3p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
193_BzH2S-3p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
194_BzH2S-3p7_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
195_BzH2S-3p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
196_BzH2S-3p9_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
197_BzH2S-4p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
198_BzH2S-4p1_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
199_BzH2S-4p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_240-180-TS_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p400_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p600_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p700_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_3p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p050_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p100_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p200_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p300_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p400_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_4p750_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_5p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_5p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_5p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_6p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_6p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_7p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_monA_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Benzene_PH3_monB_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_C24CoronaD6h_C20C24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_C4H2_H2O_CH__O_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_C4H2_H2O_CH__O_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_C4H2_H2O_CH__O_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Cl-_SeF2_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_Cl-_SeF2_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_Cl-_SeF2_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_ClBrOCH2_XB18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_F_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_H2O-Al_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_H2O_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_H2_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_HF-D_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_HF-D_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_HF-D_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_He-H2_dim_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_He-H2_monA_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_He-H2_monB_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_Styrene45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon10_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon11_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon1_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon2_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon3_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon4_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon5_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon6_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon7_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon8_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Isomer9_mon9_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Me2NBr_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_NH3_FBr_XB51,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_Reactant5_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_Rxn9_TS_0cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_gly50-v1_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_gly50-v1_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_gly50-v1_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_h2o_ch3sch3_cs_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_h2o_ch3sch3_cs_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_h2o_ch3sch3_cs_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_isobutane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon10_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon11_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon12_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon13_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon14_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon15_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon16_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon17_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon18_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon19_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon1_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon20_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon2_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon3_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon4_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon5_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon6_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon7_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon8_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19_isomer9_mon9_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19a_benzene_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19b_benzene_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19c_benzene_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19react_CRBH20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
19react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
19ts_CRBH20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
1prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
1prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
1prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
1react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
1react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
200_BzH2S-4p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
201_BzH2S-4p75_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
202_BzH2S-5p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
203_BzH2S-5p25_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
204_BzH2S-5p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
205_BzH2S-6p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
206_BzH2S-6p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
207_BzH2S-7p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
208_BzH2S-7p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
209_BzMe-3p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
209_BzMe-3p2_monA_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
209_BzMe-3p2_monB_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_280-080-TS_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_0p9_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_1p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_1p1_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_1p2_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_1p4_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_1p6_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ar-methane_2p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_3p600_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_3p700_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_3p800_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_3p900_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p100_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p150_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p200_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p300_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p400_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_4p750_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_5p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_5p250_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_5p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_6p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_6p500_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_7p000_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_monA_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Benzene_SiH4_monB_BzDC215,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Br-_SeF2_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Br-_SeF2_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Br-_SeF2_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_C24RingC12h_C20C24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_C4H2_H2O_CH__Op_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_C4H2_H2O_CH__Op_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_C4H2_H2O_CH__Op_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_CH4_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_H2O-Be+_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_H3OH2O_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_HF-E_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_HF-E_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_HF-E_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_Styrene45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon10_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon11_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon1_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon2_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon3_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon4_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon5_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon6_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon7_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon8_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Isomer10_mon9_FmH2O10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Me2Nrad_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_NH3_FCl_XB51,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_Ne_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Product5_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_Rxn1_TS_1cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_ch3f_BH76,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_gly127_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_gly127_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_gly127_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_h2o_dimer_cs_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_h2o_dimer_cs_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_h2o_dimer_cs_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon10_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon11_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon12_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon13_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon14_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon15_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon16_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon17_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon18_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon19_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon1_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon20_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
