species,receipt_sha256,files,bytes
13_isomer3_mon17_H2O20Bind10,9dcc573e4d6ffc3acb70e25dc084941f2439df5130677466bd57b4c5ee751194,9,840684
13_isomer3_mon18_H2O20Bind10,22b50c73d43573c32b508e744ff808a776ab5089976cb138a4c982cc74063f8a,9,840684
13_isomer3_mon19_H2O20Bind10,8277af22fb76c5ad0ef97fec04d9f246ea8bc9e7bb4b17d8f4bf9b124c1893ed,9,840684
13_isomer3_mon1_H2O20Bind10,841b4c384b99513eee44483b4642fd3b81499173f4d2bdc8bc190c726113d858,9,840684
13_isomer3_mon20_H2O20Bind10,c39832ec9bead9f922314e87c5d0fb67aba6e78feb70b266cf9cda5d359838cb,9,840684
13_isomer3_mon2_H2O20Bind10,386338fe026d659410870532e523c29fde383915b5a863ecd7adce4ffc8722e4,9,840684
13_isomer3_mon3_H2O20Bind10,6a345c4815422e97fe2f6756957512eb7fe0f0191d69fa4f3b1c0816aab74382,9,840684
13_isomer3_mon4_H2O20Bind10,212c22e836100151b127887916ca789af4d88f8a2b4bee929aadb7b1440288b5,9,840684
13_isomer3_mon5_H2O20Bind10,75193b6985eeddb7ca0203d6b72faf5ccb781b00c8666b8702f62928167b8910,9,840684
13_isomer3_mon6_H2O20Bind10,6f3ff5726498367eca5efcc94a1062117334e190152b6be3f7050ad595676b84,9,840684
13_isomer3_mon7_H2O20Bind10,b05ea986247561225872caa4370f186b80d9c39280e22956933dbc6c485dc893,9,840684
13_isomer3_mon8_H2O20Bind10,62e41f09b1e70d6e1af299d63ce9de67a15d2f89f66d02601de070072498d418,9,840684
13_isomer3_mon9_H2O20Bind10,70eebfef8a4339f538e561c5c8bffaca23bc618f7f919984423f28190fe3f899,9,840684
13_propane_Alk44,ea05b7cf48cf3e9da51e209eb13b060f7973731d7848c947c0d70806145086a6,9,9823716
13a_triazine_dimAB_3B-69,4ce6a7d45be92310c5a130c036a5428ed3c95c102e9ae822d4c3dea15e815919,9,43673497
13a_triazine_dimAC_3B-69,9a57a343c28dcda44b97920f7e7f5b9f65e35eeeee42ba873c78227a93fe2d29,9,43673497
13a_triazine_dimBC_3B-69,160ab28eaba86f1562b5b15acb47d3b105642b6c9c32c5690a535e7da7098f59,9,43704057
13a_triazine_monA_3B-69,0ab94a879df31262b58de68fc6f4030ff108055dec20e9d3651cc3f7f948c04b,9,10931646
13a_triazine_monB_3B-69,be5b40d41b7d41a9830935f6331f86c41b999bed7ac160eab2c9a7d712d55997,9,10931646
13a_triazine_monC_3B-69,011f2166f11c3ceea08a212a604118f7a549fa4e500702803f64843394f08b3a,9,10931646
13a_triazine_trim_3B-69,3ae17d488f22f566670258603dc5930c5cedfe79b7f4c6cbd4d12c7dce8db8d3,9,98181780
13b_triazine_dimAB_3B-69,ff4ffb481e58a91484162f1f73055ceec1d722bc8577fe723b62a607384ef644,9,43704057
13b_triazine_dimAC_3B-69,8d3297071e5b01e599db340ad1d4e980de1b9b22ee975cfa090ca55475d6bb94,9,43704057
13b_triazine_dimBC_3B-69,0b02d6de9224ce85089f761267645081126761a95488ae4699c1ef4e00af28f5,9,43704057
13b_triazine_monA_3B-69,706b73f49227d471b38c147e2f1da930780e80d9f8a37d988b577fab14782bf9,9,10931646
13b_triazine_monB_3B-69,334290ed7a38eeaba38a1494815e4cc3397124792bad5bf5b0ec4b373201dc35,9,10931646
13b_triazine_monC_3B-69,3ffe60dc1da2724658aa49252106560e4cea9cf9659e7780749075621136826e,9,10931646
13b_triazine_trim_3B-69,047eb07f41579e7eeb9789d63341f8931726438fd391450c7facfc98567c5975,9,98296340
13c_triazine_dimAB_3B-69,be045cd54a9c742dad21e1edcd7e756030deacd840ecc42132f559dc27e7c4a4,9,43673497
13c_triazine_dimAC_3B-69,c1f5b4fd27bd66c3942ee82e4b830340aa550a7e07674af804e882363ca4d170,9,43704057
13c_triazine_dimBC_3B-69,e4c57211f1d04c2fc95d90c3d4a1aa245d3e2f0baf81febb5cb82a05be45286e,9,43704057
13c_triazine_monA_3B-69,8f2a02644833ce9de4c0f64222bdce309e244c92372efc88984254996e31c71b,9,10931646
13c_triazine_monB_3B-69,3813eb62615eda208b9db1edaa84164f8b8bcb0853dcb681f6634619c3c630a6,9,10931646
13c_triazine_monC_3B-69,d5e043313deb71fac661d09d4d883561df0bd8c3acb65c60b4a02e854f511006,9,10931646
13c_triazine_trim_3B-69,f3948623998929dfb59bcdafdd92fcdd213a04e19a5014af036eef886c6cd8f9,9,98227604
13prod1_CR20,399ebc4b825266f3dec722b79d3ae190af36cfcfc26f67303e2e9c6281f516a9,9,11795537
13prod2_CR20,220b456bf8164714e552bce5dab4a554719a8d1f555ad562df2a02697ece98e3,9,1830607
13prod_DIE60,ef5cea7d3ac4247760a0b354f2e1179d9b689deb2c1898db4bfda3bc6caf2a0d,9,33496508
13react_CR20,c4cbf73ec4135f4a52fa4df53c2ee508932a3f162e3a964e48addeffecb77ee3,9,22877741
13react_CRBH20,3ca7bdca7aaa3ec55cafaaf2a195f5a38525df2dc270ec322b107d80d9cb60f6,9,22877741
13react_DIE60,ebf6985288a04377985ea2c5e270fc5a96eee5d4fc6972c52991fac496f5c2c5,9,33483100
13ts_CRBH20,a6279e412bd8864ca8d86252ca6694f2ab3661a5143cea26a6f9a2e0ae7730d2,9,22888813
140_BzBz_PD36-0p8_dim_NBC10,11e3711412619b26d72f9fb8abdd551733092ed554cc5eac9d9665c8a98a97e6,9,63390987
141_BzBz_PD36-1p0_dim_NBC10,b573fa329e8079253a27d2a34c8f4891ab9f8557fad4b7ed192900e51d707e53,9,63390987
142_BzBz_PD36-1p2_dim_NBC10,7b025b472decbe2e0e74533ce540805541b7253d94e16811f94ae875ddb03a3d,9,63390987
143_BzBz_PD36-1p4_dim_NBC10,37fc700d7e9fbed0cfcb226d4410ef5f22a12158248e2e95089d978679909630,9,63390987
144_BzBz_PD36-1p5_dim_NBC10,899cf3af7d8273d9b33b9c8a1d34b610cdb496166111447e0c84a1c18903b7b0,9,63390987
145_BzBz_PD36-1p6_dim_NBC10,33e9cde7b306a24d8a8fdf1d73d71547a5aba3915d07d1c4ce2346118b9dd419,9,63390987
146_BzBz_PD36-1p7_dim_NBC10,bae670712c93e611a26e4223e7d5362c47e89e35354b811f51fe4fd45fef732a,9,63390987
147_BzBz_PD36-1p8_dim_NBC10,d2848a58e10916b4b2723ffa8cef207b0bd61658799707721b410692aa643351,9,63390987
148_BzBz_PD36-1p9_dim_NBC10,bf727033b992696b97d3531da47305cb0afde4e9d24f09f8dcdf65eade1ad171,9,63390987
149_BzBz_PD36-2p0_dim_NBC10,fcf22da861e6e4326befcd99a44ceb340b354f45bffe46f6980595d159997bf2,9,63390987
14_120-070-TS_Pentane14,2ef24c33f84a033d361e5fdcd44de219d529650af7c7236dd22ba98ebd9ad47b,9,24154230
14_4444-a_H2O16Rel5,28f936e7c4793aeb86e748da16b6defe746b82ede51aea7bfd2aa1149686cf24,9,214145139
14_Be_AE18,a3eff8181b7580e655740a608f721abe442757baa0dcb26af98290f48187a24a,8,778022
14_Benzene_NH3_3p000_BzDC215,f99bcc92d8ed5c5125a0bc9ec84b752849998f5cf4b38ce44932372ec210935b,9,26075043
14_Benzene_NH3_3p100_BzDC215,d23a884f5e9ff2023a8fa4e5adecab22f923fb80ff09c8bb91850409cf94a056,9,26075043
14_Benzene_NH3_3p200_BzDC215,f7852c843fe47ab6afb2992f0cd8f334e6b9a9245856cd40712078cd7727e46c,9,26075043
14_Benzene_NH3_3p300_BzDC215,4b34fd365949f09329c1208a7f8ecf484c14e4c3429932d55279988c4477e7b4,9,26075043
14_Benzene_NH3_3p400_BzDC215,7910d47c9f1e972d82a2f94807378c5ce83c6fad7990273665953f7e4a8f39a4,9,26075043
14_Benzene_NH3_3p500_BzDC215,75b9b373062931179a841907d3e5514030f92ea38e675d6460ff24af3ef92a19,9,26075043
14_Benzene_NH3_3p550_BzDC215,8cb5355bb1624644d7390a0a926b76cfb387afc277e6830ebb2d540b82c61e81,9,26075043
14_Benzene_NH3_3p600_BzDC215,090143f79aadfd0a924766973151c28ced5c5e207b5d9bb803f70ab54a404069,54,200967799
14_Benzene_NH3_3p650_BzDC215,056e0023b7de057a88d681723401cd1f8c7c6e1102c45e8398d407776036d2a7,9,26075043
14_Benzene_NH3_3p700_BzDC215,f2448e6cc73aa7401e10c424df99d87d24e4af2757eb34bf16ddccd28b13147b,9,26075043
14_Benzene_NH3_3p800_BzDC215,e279510d6e68476fb855b984509dfee9a3f7b385059ffef8fa53a50ca58c7ac1,9,26075043
14_Benzene_NH3_3p900_BzDC215,0f06051a10e9c3255fa716c30d5a1e3792e4cffd30275766ec4d7545dba72c2d,9,26075043
14_Benzene_NH3_4p000_BzDC215,0f202eb7d8608ccd04ff8a9633199716ddd39bfae47975535efaf66297969cb8,9,26075043
14_Benzene_NH3_4p250_BzDC215,989f3b4d1cfb557cd4fde7c074fcde74d9cdc6bcbd6e705b2e18a44e2be29329,9,26075043
14_Benzene_NH3_4p500_BzDC215,5b2a7a152d782d8cbe95392977f1eb53bf7dcf61e57718d28d49306e608b319c,9,26075043
14_Benzene_NH3_4p750_BzDC215,62e9c760634f88920e56311d9548fe77f76e834d6a6aaa0f51bf02538e3d8f1e,9,26075043
14_Benzene_NH3_5p000_BzDC215,a82661a628da8ceda71686aaf7a8b3e0ff1164bd3b36288e5ac3ea01bbaf2c12,9,26075043
14_Benzene_NH3_5p500_BzDC215,9a25a52e2f1a77db9fb9795b375c1852c88158d14f79fdf2b88a1eb86458187b,9,26075043
14_Benzene_NH3_6p000_BzDC215,706acd2bdc51761561ff101c08e55055581032b07e0ed5146c6c16f14d44d883,9,26075043
14_Benzene_NH3_6p500_BzDC215,4491def64d8d3c3307970a19efdf595f8acc79d6ee7bdcac2fca40c02dbc1057,9,26075043
14_Benzene_NH3_7p000_BzDC215,51a95fba505d422a09f857333649d5bccc64de6bd597d557b25e0f5aca999f6c,9,26075043
14_Benzene_NH3_monA_BzDC215,94c9c5d4c4f3dfdfd753c65570b960e17c1994ce3dedbe297785503e91bc8c7b,9,15872663
14_Benzene_NH3_monB_BzDC215,4a2b329566361f28ac69e26bd3ddcb946529e1c6a8b199d9e108833f82e256c2,9,1264591
14_Br-_BrF_dim_Bauza30,21274899541a76d0ca16b7a6455bca4a1c7b14a3bed2ac6f3f3f4002276d33b4,9,3301325
14_Br-_BrF_monA_Bauza30,85a13c645eba4f3782cc1e1343de2b068b9d29ee17af9df2bc4ea9ebb33fb85c,9,464647
14_Br-_BrF_monB_Bauza30,285b26df73167af434f5b059d2dfdbaee518c0a0cadc5fd02fba8287bec95072,9,1295785
14_C10H10_Platonic24,efb76ea1e817ae1bc987597f7f9db080c5ef713d5bd13a500895a49d5d3ae25e,9,43994127
14_C20CageD2h_C20C24,1dffaf8d4daad11ad05d364e7f91ef37751ea5426eb7f7ff7d9a2c339797c9df,9,75764271
14_C2H6_H2O_OH__C_dim_HW30,c91b604d14e070fdc343b4c2a68021bdb7821e11e036a217fda8e4a5558a534b,9,9969044
14_C2H6_H2O_OH__C_monA_HW30,cf36f56429c1561c7d2f2867a7803bb4abe2c344398be629ff559dcfa8ea4a5c,9,5036187
14_C2H6_H2O_OH__C_monB_HW30,eb20fb9b6013262735e92470076903802586871af33485a2a3890a0dab674388,9,840684
14_CH3_TA13,1b5bd828d4f5ea0a498f74f66bab7c63db05709e1391da88ee856e66a599cecf,9,1264591
14_COHF_HB49,49464ba5a84eae38f21b805f72399983fc4fc03c60cf6eb22d767257fc9e574b,9,2501167
14_ClF-D_dim_CT20,e06874fd737dd021a243a39e853ae6cf03ed5568de3c9494234ba245a9756cd3,9,7921045
14_ClF-D_monA_CT20,fd800a2bdd7ae17c550cc1c40f12b3cfa54bbe79f4806b78064f2329a68bbbc3,9,3276271
14_ClF-D_monB_CT20,a970a19d42422b59c044bd104fe605065d5878e204a1e606895d883bcf624f70,9,1013673
14_H2-CO_dim_NC15,2ed9a98905689cd659f70eef52bc2912b753271e44f47fc30fc6ab79a1e53e2a,9,1830607
14_H2-CO_monA_NC15,57373fe89edc238b0b359f8b1685bb86eb51d27ac699bd60e840801969d90565,9,212297
14_H2-CO_monB_NC15,44ecc63da6b8506dc34376db7d2c5665bf606e5763e17336fe906715076ad19e,9,802985
14_H2O4Cl_HW6Cl,d5ccca52de88ac8028ee4a967d4c661b3819b2299aadec0cae6d62700bc08f67,9,17698155
14_H2O4Cl_mon1_HW6Cl,1ca08da29de4abac01c890d09aba9ff2dce5c51899eb88b77856c41c54db8cf5,9,840684
14_H2O4Cl_mon2_HW6Cl,f61365cf193ea856f42009def996d8c1a27e0a15e87ad11b711bf4aa6186b073,9,840684
14_H2O4Cl_mon3_HW6Cl,ec7bb41b1fcb97cb1b429faaa2305117b6549f64d21a3a5a8d6c37d14ef34e75,9,840684
14_H2O4Cl_mon4_HW6Cl,f175c7438d6ccc5216068dc0ffe626e0ddf954f8e3903e57315dc3b77fa92c93,9,840684
14_H2O4Cl_mon5_HW6Cl,efbbe0928d5239cee2cbcfa63997c6f536122a59a3b9c85e0e1dda4b37b524a8,9,302919
14_H2O4F_HW6F,b4c7404fa72d9970322de5f94b790d8c9fa4bdcce79011fee36e4a3591d37551,9,16948523
14_H2O4F_mon1_HW6F,c84ba83cb666c7cbef448b6b12c536592eb477edb6267dec4ba142041b01a5c4,9,840684
14_H2O4F_mon2_HW6F,a5f9dcb83a536dc540daa68116fb60e218e8976d2b58fdc932348a4209b71e1d,9,840684
14_H2O4F_mon3_HW6F,fcd6e281bf138cddbcaf915b955f4a2709d608287347ed9d925eb90e0ec36532,9,840684
14_H2O4F_mon4_HW6F,e0f6377280530aac97b0f6cff1571938ab08a80050602ea60f11b127d816ef52,9,840684
14_H2O4F_mon5_HW6F,7bd849b6ce4c610a8557caab1cff1ab181c5936e559a68a451308e19df0e6b03,9,212231
14_Isomer4_FmH2O10,fda20944a272a95f0f3ce88338f8425adbc4e97ba550e9c1a06f3a5120ffb340,9,92234081
14_Isomer4_Styrene45,0657b379c38a2c73a46412692c24877e4fa3bfb8e8aa9013c834756397cbb761,9,28191587
14_Isomer4_mon10_FmH2O10,17d54f3db18182f608a5eb4e4902f0813587ee907e4cb05da834bfdbaedae30d,9,840684
14_Isomer4_mon11_FmH2O10,cf4a6e012d0fc4fd099f10f0dbde1ac67ad6ee7f4b21ddadcfadb81a6c6974e8,9,212231
14_Isomer4_mon1_FmH2O10,3ba4ae8414c65fb2f20e4a5af90ffbdf548c2a50f20aa844bd70fd2cc55c204e,9,840684
14_Isomer4_mon2_FmH2O10,e77a73f0b83da33e9c562bc4c619ecedbae15894a4b1e539d433d79efb250c43,9,840684
14_Isomer4_mon3_FmH2O10,4ae6a0fef2eabf1bc5630d4d301485dddebed8ec9640e07d23fc8b9d61ee15bb,9,840684
14_Isomer4_mon4_FmH2O10,3f98dcfa61f7afef9998bfaff0b112f1df42bb63420b9f0c00cd1c289ce9a8a7,9,840684
14_Isomer4_mon5_FmH2O10,a3bd1eb220d35306c9d1a958a60e02a580c507f27ae1108410760422883e73c3,9,840684
14_Isomer4_mon6_FmH2O10,8d2069505250491f1efb35baa80cd910dcf71a3d3be073badfd2475b57723479,9,840684
14_Isomer4_mon7_FmH2O10,b5db3fc3f0b115c1b0752066f22dc9fa1de5cb983457e17897d30f5915adb09b,9,840684
14_Isomer4_mon8_FmH2O10,bcad06f9ac389434a6480321949297ac0e3192836db290dca7ddf28a420d06b7,9,840684
14_Isomer4_mon9_FmH2O10,2ed33444e3655e63bcdfe88c27ffa67f4f3c9a2ad3bef93d36b752b363a6acdf,9,840684
14_NCH_NBS_XB51,d6de8612eb80c0799ae5bf38705090357b5ae1f8f8de273891fdae7993f49195,9,28449738
14_NH3rad+_HNBrBDE18,202a6c30ef5edf69035cc393f7dbf77ec35e2d7bf77e70cb5a6e03ec304d4c8d,9,1264591
14_Product2_EIE22,abb6d5b56814325c610139223fe4ee0ec5ae773e0d3447edfc80cde11cb992f4,9,19920461
14_Rxn4_TS_0cat_WCPT27,82302193767ced7f67bd86398c8db769d4b037f271cd08a93a4eb9f5315f57aa,9,4953592
14_ash26-asp125_dim_HSG,46f88c799d040cc9b05a64dc8124e446b630bb213e5a44cea5d3de262805aa8d,9,48693763
14_ash26-asp125_monA_HSG,cc851825ec7d392dc88554400ed3c8901035c83d5b7c400dc093b12c1ef2339e,9,26751537
14_ash26-asp125_monB_HSG,b1e227c848b5b40a3d1ba07ed11d950e516a765f242dc4a007f8b9cdbe4e2e1f,9,3276405
14_butane_Alk44,4defd9455bc310384e4dd5f450b081e371ea3693dd394dc941ad92adeff3e3e5,9,16196397
14_ch3sh_dimer_dim_DS14,57aa15db980d239f7f5c6c75f99f7c10adee990510fc31ef0935e2b1a470713c,9,14408615
14_ch3sh_dimer_monA_DS14,ab3ee2e542408c5005ea8e52175ce8ebb2542fd9d455c7026d05d0e6cfb7e3db,9,3610453
14_ch3sh_dimer_monB_DS14,daab4513f3a2a2b7a9a91ee4ad758808f2e06476c2f6171b2d7b876a5dfccbdc,9,3610453
14_ethene-dimer_0p9_dim_A21x12,d4fc08e9a8213dd73d2e4479df75788f7bcc0fc1c5b6a3d54e7f03c13a80a1c7,9,12758279
14_ethene-dimer_1p0_dim_A21x12,ea238d8e39eeed9b3cbf8953ceb814554522e53a078b38f24eb58ed71257239b,9,12766551
14_ethene-dimer_1p1_dim_A21x12,3815a55ebf3eb7f16b361d4951adc197a942c6c5c3e675b9c8007d925ee707d1,9,12774823
14_ethene-dimer_1p2_dim_A21x12,8734cb764e01770be8a933a78095cafb7dedf45eb66d2ce3ed65015072404f75,9,12774823
14_ethene-dimer_1p4_dim_A21x12,0ad42ad241254cf243af9a1700406375d26d1219ad7d5bf7c9540215a642f2ad,9,12774823
14_ethene-dimer_1p6_dim_A21x12,1b55f3a3327ee8aebf174873f41e5cdb01f5713ade537279d7b83fcdab8ea8c5,9,12774823
14_ethene-dimer_2p0_dim_A21x12,89bbe8be57f8a291e9d9733fe76ffb6956a4f4e52798498b7a5a54913fd29b33,9,12774823
14_isomer4_H2O20Bind10,5fdf4a25f8a5d27976c69bd9dcf96408790fc20a05ba9439cfbb3a3eb14a4993,9,334462311
14_isomer4_mon10_H2O20Bind10,3b4f7ede058a4f314ee308b9be0084b6e3589a41444e0112313b47932fe021be,9,840684
14_isomer4_mon11_H2O20Bind10,c296ecfad692989b892afcd8aa5a990d9d038f867a74e4dc0ca6a92d15a254dd,9,840684
14_isomer4_mon12_H2O20Bind10,604220261a677d9fa6eabc07d9a4f52afdbd9b855f36e1d4eadcfea00d955870,9,840684
14_isomer4_mon13_H2O20Bind10,f8a628f52b7e7d9589d4771e75564986aea11532a65438653c1e4f64c74338b0,9,840684
14_isomer4_mon14_H2O20Bind10,8403f7358a508d2889ff966513acaa5cc168b38e543a9bb66aca19ecdcd4b6e2,9,840684
14_isomer4_mon15_H2O20Bind10,61d41a366b9d5ef5d344528729996620f27163373a0c40d2064ed3dd5b01ee49,9,840684
14_isomer4_mon16_H2O20Bind10,7200b89ef100f0b36b984a7dc6fc1744f7054702c7844ce6c530a917eef99de4,9,840684
14_isomer4_mon17_H2O20Bind10,2264c6722e3086c51085fbce632cfe79487ef5e04ba1ccccff1bdf19bd540e41,9,840684
14_isomer4_mon18_H2O20Bind10,c21a2d92406b5fa9c5c6ecfd874273275cc680a4efafdd9587a587cf3a219eae,9,840684
14_isomer4_mon19_H2O20Bind10,c213d113b182eae6f409e6e6019f8cd245811df04d8c45c6d68ec8624e734a3d,9,840684
14_isomer4_mon1_H2O20Bind10,e0408f52db468617f9882bd49a3961b19e764706964bbf48a5202a2cf4bcfaea,9,840684
14_isomer4_mon20_H2O20Bind10,8a3e466e14ee4c7797e6150373af53753cd22e289dac4272ab281095b0ffb0ee,9,840684
14_isomer4_mon2_H2O20Bind10,999167c583ea15546a397cabca4f19e1a1e0cbc642f3ddb58659cacc7eac90e2,9,840684
14_isomer4_mon3_H2O20Bind10,c62683a30d77e90505dd97d7b456dd7d7e4429161b9ac234499686179d702c46,9,840684
14_isomer4_mon4_H2O20Bind10,c5429d8933db340cecc3417845cccc20ded62ea6b88e1f085960bf0faae044cf,9,840684
14_isomer4_mon5_H2O20Bind10,f870cb0df0c90f4de1cbfbae8ad6061a6cfac0062ce80e9417b94e656fa5dd20,9,840684
14_isomer4_mon6_H2O20Bind10,5c3ca64fd380c9d99f1d02e3bdbf1fb0cac9775dc06635d35897487a6a2beb8c,9,840684
14_isomer4_mon7_H2O20Bind10,9df97f6c24ce218b104db241a6d9271eb474ff5f8e4222492418f87011594475,9,840684
14_isomer4_mon8_H2O20Bind10,d44431e2ee2276240955e0348bdb8f317ae2dcca25cc558acd928bafd3ee2273,9,840684
14_isomer4_mon9_H2O20Bind10,df543371f0cb7fd6fa4befea1142235ca60f12c950e7cd3f7e2b556543d15f53,9,840684
14a_cyanoacetamide_dimAB_3B-69,7395ef065072f50d436b65e772edc381938d662a02fae6845e8558f2ccbc55e7,9,50515359
14a_cyanoacetamide_dimAC_3B-69,5f9a35c88b6c22e4d47d2d60c5f84070074d191320f5d04dd14385c37f077163,9,50515359
14a_cyanoacetamide_dimBC_3B-69,5cd0363733740002b1b61734b75dfb6141313c82364413ca803e9c0a5185ab54,9,50515359
14a_cyanoacetamide_monA_3B-69,bafbf13bc795cc26d9a400a15da56a5ff3d0343fd6992eff3ca6ef1aedad6170,9,12634785
14a_cyanoacetamide_monB_3B-69,e23bff3951eb795456339da9bb1bb1c371c3baa023d9211834a954da7eb0de3d,9,12634785
14a_cyanoacetamide_monC_3B-69,4935fe5be0fc4fae24a9a65a5195030097379bf2690a5d917bd7e7d7b4aeaa4c,9,12634785
14a_cyanoacetamide_trim_3B-69,3d102e892ce674ada9bd1701cf286f79f410030a3231ed1eb387707616b1f7ce,9,113569821
14b_cyanoacetamide_dimAB_3B-69,5009b64c683fd2dab85ab28b76b853ef61862a0ac8d611a96d8c4da7768667ab,9,50515359
14b_cyanoacetamide_dimAC_3B-69,a391f0df30853173133f140de66c88613d33419ff392046e229769d784b31543,9,50515359
14b_cyanoacetamide_dimBC_3B-69,a757d84aff6857667f0578dfea26b0710b7c4d522850ff45561ff9c20695ad4f,9,50515359
14b_cyanoacetamide_monA_3B-69,7fc1f89a8765979b19173d72089478e1dc692478ccf7a5d9bc3bfe78c2908685,9,12634785
14b_cyanoacetamide_monB_3B-69,4e3bf3d93392cea91e5fed5d55499a67ccdfdaa204517d91c48603de1d5e9048,9,12634785
14b_cyanoacetamide_monC_3B-69,d1e619b37878192dbf546bf77dddcc333297b3fd9f36932f99432a55b50154fc,9,12634785
14b_cyanoacetamide_trim_3B-69,f757591a5e4bc2f535b5beea5683ddf508b57839d7f2772f0dad64ba6c7b578a,9,113619101
14c_cyanoacetamide_dimAB_3B-69,e2918fca84d87ceb0f34c52bacf13d4162d8fc0b3280966dcd4288dbe30c2cb6,9,50515359
14c_cyanoacetamide_dimAC_3B-69,e0b9a10e39bc65a1dfc94814a18549a176bf333e6fa3621f93c1f824dc6e5c6a,9,50515359
14c_cyanoacetamide_dimBC_3B-69,59f256337c71e49aefb73cb5d98fd89857412fb2128ba57c37abddbe58215195,9,50515359
14c_cyanoacetamide_monA_3B-69,a00bcf412a661ed601f9fdecf4ff32fae0467f80f70230b2d738635d44aaf7cf,9,12634785
14c_cyanoacetamide_monB_3B-69,a67eb111fb0f1102e4d08ec5128730c1ca8aa409e3161e94880261a600fdf2a9,9,12634785
14c_cyanoacetamide_monC_3B-69,d242a5f71e51b2fe1f7e2ea20d74040690e9ab78653ab8f81b651584790fc3da,9,12634785
14c_cyanoacetamide_trim_3B-69,8a618e07ee135813a4a6daa3273f3979fabd87d4758f6ad474166c4932c8a0eb,9,113619101
14prod1_CR20,d4f0836fa07db4977ff037c7225372b4c30e5eb62f964f0b5299a2c7238b3ee0,9,7688888
14prod2_CR20,c63c0495d2663891eecfcfb288fa78b61cfb790b29d8d31740ab72e5990671e2,9,1830607
14prod_DIE60,4c6f33c94b18b515fc1af3cec49c79b8a743543d38e4cfa88e92b5014119488b,9,33496508
14react_CR20,7ca2a2a2f2b15f5410dac64bda88cd30ed88e25ec741771f1d684218d2cf80cf,9,16995940
14react_CRBH20,21037bca4082b471cc1bdafa52e2dac32563d9e3e4064454b4f7fb7197a8b5e9,9,16995940
14react_DIE60,3e4d9919dee9dac13eb0019d76d13bf94270650af953f99da4e03f30cfe9a923,9,33483100
14ts_CRBH20,66582a48dfcd3450201ebe49ecfc08b302643280feffb96bdb833aebb520ce07,9,16995940
150_BzBz_PD36-2p2_dim_NBC10,022407e3436519ce52a17d169a96160827fe91f17a90a9fe759f5bc1f3ad4fd2,9,63390987
151_BzBz_PD36-2p4_dim_NBC10,57ccddc5c76e61f01665974e28f671566882bd7fa895300f703aac357307e4d8,9,63390987
152_BzBz_PD36-2p6_dim_NBC10,b0ffb32eb85d24acf1bd19c7fc7450083a98ec7551f6aecd7cce621dd24a0249,9,63390987
153_BzBz_PD36-2p8_dim_NBC10,3e27f5ab7f78171fab43201c6a1a1d2bb0a5e69a6a261230d40d0ae22a1790cf,54,382212823
154_BzBz_PD36-3p0_dim_NBC10,7917980eb70337768bd89c1b534ca1e508e374bf7d15919ebc029df6c8a664c9,54,380335031
155_BzBz_S-3p2_dim_NBC10,a09b7b1390409fa96b14ef494470f67045ad684daf912eedd5b92e1e6faf0400,9,63335643
155_BzBz_S-3p2_monA_NBC10,b1bf515ce0c32880d9ca9f555313fa2bb715ad2f8b79068efa5b46318bcee11b,9,15872663
155_BzBz_S-3p2_monB_NBC10,c494b3c7725eb9f670dfdda8d6f0f3e3a8e5bb14c36b5c404543343e9cb4f69e,9,15872663
156_BzBz_S-3p3_dim_NBC10,e8f798105b47898f458baaebc3f7b5c7c361c5b3a444136d3afa945b50e023f6,9,63335643
157_BzBz_S-3p4_dim_NBC10,6f6dc49d4534d76ae38f3b6530fe70be94d7fc5e4d1b7af27f178d5be8f5cde1,9,63335643
158_BzBz_S-3p5_dim_NBC10,e6d81ebed2f9bc1908eae12f9cc39e3f8f56c037e4ba3bd961f28481f2b22fa1,54,398592555
159_BzBz_S-3p6_dim_NBC10,586b4af9ab2c17b73977feb0d5aaea7e88fe513888960ff40d7ab7214e961481,9,63372539
15_120-120-SP_Pentane14,2f4369a7a7bcb74a99776528649504002d60ea148203826de2ed66845b8d38c2,9,24154230
15_4444-b_H2O16Rel5,a7d7ff7f71c00c5c18bf9d32200761db896db0eb586e00d87c24bac1d3969f78,9,214145139
15_B_AE18,7dc09243111787523746ce8cebe16882f7c270056de4c7baead48dcfb0b8bfe9,8,1577222
15_Benzene_CH4_3p000_BzDC215,91057c03eccc88477589eebf3078aa310a60237028b812b26aa8e51807427ef3,9,28425142
15_Benzene_CH4_3p100_BzDC215,807a224e602f1b05ff6bddf5666eb47f83b1501752c6a10f05d445005cb33156,9,28437494
15_Benzene_CH4_3p200_BzDC215,5b0e62f92491679856bf254ee52c1903ca2710e8e3d1cb13319aab149732f6cc,9,28437494
15_Benzene_CH4_3p300_BzDC215,d20b01f87d09b26d8d60afec6fe78122b31c7c7ebd23d1e20de62c47834199a8,9,28437494
15_Benzene_CH4_3p400_BzDC215,081c85d7dbd199536b43f3e9ea4d8847478b0e1182d430cad31e4a9bb61807f6,9,28437494
15_Benzene_CH4_3p500_BzDC215,d71ca7a75fc313690c1fe7dbb3ee919fdf64da926cae8aa388fe5ae518afc2e1,9,28437494
15_Benzene_CH4_3p600_BzDC215,e92d632962cc4c5aec6e07eff96879afc2463620a54ae89e45a639726df99126,54,213481212
15_Benzene_CH4_3p700_BzDC215,26f965c53fcd85ea5167075db85c8d9777ad8ac9fa28d1734e388823a8dde15d,9,28437494
