species,scope,source,status,issues,bytes,nbasis,nmo,files,geometry_max_error
15_isomer5_mon18_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon18_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon19_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon19_H2O20Bind10,structural_pass,,840684,132,132,9,1.7763568394002505e-15
15_isomer5_mon1_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon1_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon20_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon20_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon2_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon2_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon3_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon3_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon4_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon4_H2O20Bind10,structural_pass,,840684,132,132,9,1.7763568394002505e-15
15_isomer5_mon5_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon5_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon6_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon6_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon7_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon7_H2O20Bind10,structural_pass,,840684,132,132,9,8.881784197001252e-16
15_isomer5_mon8_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon8_H2O20Bind10,structural_pass,,840684,132,132,9,1.7763568394002505e-15
15_isomer5_mon9_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/15_isomer5_mon9_H2O20Bind10,structural_pass,,840684,132,132,9,1.7763568394002505e-15
15_methane-ethene_0p9_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_0p9_dim_A21x12,structural_pass,,9838244,453,450,9,4.440892098500626e-16
15_methane-ethene_1p0_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_1p0_dim_A21x12,structural_pass,,9845508,453,451,9,4.440892098500626e-16
15_methane-ethene_1p1_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_1p1_dim_A21x12,structural_pass,,9852772,453,452,9,4.440892098500626e-16
15_methane-ethene_1p2_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_1p2_dim_A21x12,structural_pass,,9852772,453,452,9,4.440892098500626e-16
15_methane-ethene_1p4_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_1p4_dim_A21x12,structural_pass,,9852772,453,452,9,8.881784197001252e-16
15_methane-ethene_1p6_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_1p6_dim_A21x12,structural_pass,,9852772,453,452,9,8.881784197001252e-16
15_methane-ethene_2p0_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/15_methane-ethene_2p0_dim_A21x12,structural_pass,,9852772,453,452,9,8.881784197001252e-16
15_pentane_Alk44,gscdb137,/global/scratch/users/jsliang/COACH3/15_pentane_Alk44,structural_pass,,24165622,711,701,9,8.881784197001252e-16
15a_cyanoguanidine_dimAB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_dimAB_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15a_cyanoguanidine_dimAC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_dimAC_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15a_cyanoguanidine_dimBC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_dimBC_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15a_cyanoguanidine_monA_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_monA_3B-69,structural_pass,,12495649,510,510,9,8.881784197001252e-16
15a_cyanoguanidine_monB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_monB_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15a_cyanoguanidine_monC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_monC_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15a_cyanoguanidine_trim_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15a_cyanoguanidine_trim_3B-69,structural_pass,,112391709,1530,1530,9,1.7763568394002505e-15
15b_cyanoguanidine_dimAB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_dimAB_3B-69,structural_pass,,49958879,1020,1020,9,3.552713678800501e-15
15b_cyanoguanidine_dimAC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_dimAC_3B-69,structural_pass,,49958879,1020,1020,9,3.552713678800501e-15
15b_cyanoguanidine_dimBC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_dimBC_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15b_cyanoguanidine_monA_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_monA_3B-69,structural_pass,,12495649,510,510,9,3.552713678800501e-15
15b_cyanoguanidine_monB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_monB_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15b_cyanoguanidine_monC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_monC_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15b_cyanoguanidine_trim_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15b_cyanoguanidine_trim_3B-69,structural_pass,,112391709,1530,1530,9,3.552713678800501e-15
15c_cyanoguanidine_dimAB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_dimAB_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15c_cyanoguanidine_dimAC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_dimAC_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15c_cyanoguanidine_dimBC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_dimBC_3B-69,structural_pass,,49958879,1020,1020,9,1.7763568394002505e-15
15c_cyanoguanidine_monA_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_monA_3B-69,structural_pass,,12495649,510,510,9,4.440892098500626e-16
15c_cyanoguanidine_monB_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_monB_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15c_cyanoguanidine_monC_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_monC_3B-69,structural_pass,,12495649,510,510,9,1.7763568394002505e-15
15c_cyanoguanidine_trim_3B-69,gscdb137,/global/scratch/users/jsliang/COACH3/15c_cyanoguanidine_trim_3B-69,structural_pass,,112391709,1530,1530,9,1.7763568394002505e-15
15prod1_CR20,gscdb137,/global/scratch/users/jsliang/COACH3/15prod1_CR20,structural_pass,,6467544,367,366,9,4.440892098500626e-16
15prod2_CR20,gscdb137,/global/scratch/users/jsliang/COACH3/15prod2_CR20,structural_pass,,5041320,324,323,9,2.220446049250313e-16
15prod_DIE60,gscdb137,/global/scratch/users/jsliang/COACH3/15prod_DIE60,structural_pass,,33496508,837,826,9,8.881784197001252e-16
15react_CR20,gscdb137,/global/scratch/users/jsliang/COACH3/15react_CR20,structural_pass,,22877741,691,686,9,4.440892098500626e-16
15react_CRBH20,gscdb137,/global/scratch/users/jsliang/COACH3/15react_CRBH20,structural_pass,,22877741,691,686,9,4.440892098500626e-16
15react_DIE60,gscdb137,/global/scratch/users/jsliang/COACH3/15react_DIE60,structural_pass,,33483100,837,825,9,8.881784197001252e-16
15ts_CRBH20,gscdb137,/global/scratch/users/jsliang/COACH3/15ts_CRBH20,structural_pass,,22888813,691,687,9,8.881784197001252e-16
160_BzBz_S-3p7_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/160_BzBz_S-3p7_dim_NBC10,structural_pass,,63372539,1152,1133,9,8.881784197001252e-16
161_BzBz_S-3p8_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/161_BzBz_S-3p8_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
162_BzBz_S-3p9_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/162_BzBz_S-3p9_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
163_BzBz_S-4p0_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/163_BzBz_S-4p0_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
164_BzBz_S-4p1_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/164_BzBz_S-4p1_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
165_BzBz_S-4p2_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/165_BzBz_S-4p2_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
166_BzBz_S-4p5_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/166_BzBz_S-4p5_dim_NBC10,structural_pass,,63409435,1152,1135,9,8.881784197001252e-16
167_BzBz_S-5p0_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/167_BzBz_S-5p0_dim_NBC10,structural_pass,,63427883,1152,1136,9,8.881784197001252e-16
168_BzBz_S-5p5_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/168_BzBz_S-5p5_dim_NBC10,structural_pass,,63427883,1152,1136,9,8.881784197001252e-16
169_BzBz_S-6p0_dim_NBC10,gscdb137,/global/scratch/users/jsliang/COACH3/169_BzBz_S-6p0_dim_NBC10,structural_pass,,63427883,1152,1136,9,1.7763568394002505e-15
16_180-000-TS_Pentane14,gscdb137,/global/scratch/users/jsliang/COACH3/16_180-000-TS_Pentane14,structural_pass,,24165622,711,701,9,4.440892098500626e-16
16_Benzene_Ar_3p000_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p000_BzDC215,structural_pass,,20533098,655,648,9,4.440892098500626e-16
16_Benzene_Ar_3p100_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p100_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p200_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p200_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p300_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p300_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p400_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p400_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p450_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p450_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p500_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p500_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p525_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p525_BzDC215,structural_pass,,20533098,655,648,9,4.440892098500626e-16
16_Benzene_Ar_3p550_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p550_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p600_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p600_BzDC215,structural_pass,,172407066,655,648,54,8.881784197001252e-16
16_Benzene_Ar_3p700_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p700_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p800_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p800_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_3p900_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_3p900_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_4p000_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_4p000_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_4p250_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_4p250_BzDC215,structural_pass,,20533098,655,648,9,4.440892098500626e-16
16_Benzene_Ar_4p500_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_4p500_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_4p750_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_4p750_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_5p000_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_5p000_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_5p500_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_5p500_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_6p000_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_6p000_BzDC215,structural_pass,,20533098,655,648,9,1.7763568394002505e-15
16_Benzene_Ar_7p000_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_7p000_BzDC215,structural_pass,,20533098,655,648,9,8.881784197001252e-16
16_Benzene_Ar_monA_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_monA_BzDC215,structural_pass,,15872663,576,569,9,4.440892098500626e-16
16_Benzene_Ar_monB_BzDC215,gscdb137,/global/scratch/users/jsliang/COACH3/16_Benzene_Ar_monB_BzDC215,structural_pass,,302918,79,79,9,8.881784197001252e-16
16_C20H20_Platonic24,gscdb137,/global/scratch/users/jsliang/COACH3/16_C20H20_Platonic24,structural_pass,,175076987,1920,1858,9,8.881784197001252e-16
16_C20RingC10h_C20C24,gscdb137,/global/scratch/users/jsliang/COACH3/16_C20RingC10h_C20C24,structural_pass,,75824799,1260,1240,9,8.881784197001252e-16
16_C2H2_H2O_CH__Op_dim_HW30,gscdb137,/global/scratch/users/jsliang/COACH3/16_C2H2_H2O_CH__Op_dim_HW30,structural_pass,,5041320,324,323,9,8.881784197001252e-16
16_C2H2_H2O_CH__Op_monA_HW30,gscdb137,/global/scratch/users/jsliang/COACH3/16_C2H2_H2O_CH__Op_monA_HW30,structural_pass,,1771743,192,191,9,8.881784197001252e-16
16_C2H2_H2O_CH__Op_monB_HW30,gscdb137,/global/scratch/users/jsliang/COACH3/16_C2H2_H2O_CH__Op_monB_HW30,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_C_AE18,gscdb137,/global/scratch/users/jsliang/COACH3/16_C_AE18,structural_pass,,1577222,181,181,8,0.0
16_FHNH3_HB49,gscdb137,/global/scratch/users/jsliang/COACH3/16_FHNH3_HB49,structural_pass,,3276405,261,261,9,2.220446049250313e-16
16_H2-HCl_dim_NC15,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2-HCl_dim_NC15,structural_pass,,1525967,178,178,9,8.881784197001252e-16
16_H2-HCl_monA_NC15,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2-HCl_monA_NC15,structural_pass,,212297,66,66,9,8.881784197001252e-16
16_H2-HCl_monB_NC15,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2-HCl_monB_NC15,structural_pass,,606057,112,112,9,2.220446049250313e-16
16_H2O6Cl_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_HW6Cl,structural_pass,,36431997,871,871,9,4.440892098500626e-16
16_H2O6Cl_mon1_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon1_HW6Cl,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6Cl_mon2_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon2_HW6Cl,structural_pass,,840684,132,132,9,2.220446049250313e-16
16_H2O6Cl_mon3_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon3_HW6Cl,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6Cl_mon4_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon4_HW6Cl,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6Cl_mon5_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon5_HW6Cl,structural_pass,,840684,132,132,9,2.220446049250313e-16
16_H2O6Cl_mon6_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon6_HW6Cl,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6Cl_mon7_HW6Cl,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6Cl_mon7_HW6Cl,structural_pass,,302919,79,79,9,2.220446049250313e-16
16_H2O6F_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_HW6F,structural_pass,,35352893,858,858,9,4.440892098500626e-16
16_H2O6F_mon1_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon1_HW6F,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6F_mon2_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon2_HW6F,structural_pass,,840684,132,132,9,2.220446049250313e-16
16_H2O6F_mon3_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon3_HW6F,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6F_mon4_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon4_HW6F,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6F_mon5_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon5_HW6F,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6F_mon6_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon6_HW6F,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_H2O6F_mon7_HW6F,gscdb137,/global/scratch/users/jsliang/COACH3/16_H2O6F_mon7_HW6F,structural_pass,,212231,66,66,9,2.220446049250313e-16
16_H3N_BrF_dim_Bauza30,gscdb137,/global/scratch/users/jsliang/COACH3/16_H3N_BrF_dim_Bauza30,structural_pass,,5108885,326,326,9,8.881784197001252e-16
16_H3N_BrF_monA_Bauza30,gscdb137,/global/scratch/users/jsliang/COACH3/16_H3N_BrF_monA_Bauza30,structural_pass,,1264591,162,162,9,1.1102230246251565e-16
16_H3N_BrF_monB_Bauza30,gscdb137,/global/scratch/users/jsliang/COACH3/16_H3N_BrF_monB_Bauza30,structural_pass,,1295785,164,164,9,8.881784197001252e-16
16_HF-A_dim_CT20,gscdb137,/global/scratch/users/jsliang/COACH3/16_HF-A_dim_CT20,structural_pass,,6228981,360,360,9,4.440892098500626e-16
16_HF-A_monA_CT20,gscdb137,/global/scratch/users/jsliang/COACH3/16_HF-A_monA_CT20,structural_pass,,3276271,261,261,9,2.220446049250313e-16
16_HF-A_monB_CT20,gscdb137,/global/scratch/users/jsliang/COACH3/16_HF-A_monB_CT20,structural_pass,,474185,99,99,9,4.440892098500626e-16
16_Isomer6_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_FmH2O10,structural_pass,,92234081,1386,1386,9,8.881784197001252e-16
16_Isomer6_Styrene45,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_Styrene45,structural_pass,,28203891,768,758,9,4.440892098500626e-16
16_Isomer6_mon10_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon10_FmH2O10,structural_pass,,840684,132,132,9,8.881784197001252e-16
16_Isomer6_mon11_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon11_FmH2O10,structural_pass,,212231,66,66,9,4.440892098500626e-16
16_Isomer6_mon1_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon1_FmH2O10,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_Isomer6_mon2_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon2_FmH2O10,structural_pass,,840684,132,132,9,8.881784197001252e-16
16_Isomer6_mon3_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon3_FmH2O10,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_Isomer6_mon4_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon4_FmH2O10,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_Isomer6_mon5_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon5_FmH2O10,structural_pass,,840684,132,132,9,8.881784197001252e-16
16_Isomer6_mon6_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon6_FmH2O10,structural_pass,,840684,132,132,9,2.220446049250313e-16
16_Isomer6_mon7_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon7_FmH2O10,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_Isomer6_mon8_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon8_FmH2O10,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_Isomer6_mon9_FmH2O10,gscdb137,/global/scratch/users/jsliang/COACH3/16_Isomer6_mon9_FmH2O10,structural_pass,,840684,132,132,9,2.220446049250313e-16
16_MeNHrad_HNBrBDE18,gscdb137,/global/scratch/users/jsliang/COACH3/16_MeNHrad_HNBrBDE18,structural_pass,,3201621,258,258,9,2.220446049250313e-16
16_NCH_PhBr_XB51,gscdb137,/global/scratch/users/jsliang/COACH3/16_NCH_PhBr_XB51,structural_pass,,30646112,800,793,9,8.881784197001252e-16
16_NH2_TA13,gscdb137,/global/scratch/users/jsliang/COACH3/16_NH2_TA13,structural_pass,,803052,129,129,9,2.220446049250313e-16
16_Product3_EIE22,gscdb137,/global/scratch/users/jsliang/COACH3/16_Product3_EIE22,structural_pass,,17961370,612,609,9,4.440892098500626e-16
16_Rxn6_TS_0cat_WCPT27,auxiliary_only,/global/scratch/users/jsliang/COACH3/16_Rxn6_TS_0cat_WCPT27,structural_pass,,7179102,387,384,9,4.440892098500626e-16
16_asp130_dim_HSG,gscdb137,/global/scratch/users/jsliang/COACH3/16_asp130_dim_HSG,structural_pass,,265360706,933,923,54,3.552713678800501e-15
16_asp130_monA_HSG,gscdb137,/global/scratch/users/jsliang/COACH3/16_asp130_monA_HSG,structural_pass,,91347181,357,355,54,3.552713678800501e-15
16_asp130_monB_HSG,gscdb137,/global/scratch/users/jsliang/COACH3/16_asp130_monB_HSG,structural_pass,,147910939,576,569,54,3.552713678800501e-15
16_borane-methane_0p9_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_0p9_dim_A21x12,structural_pass,,6120158,357,356,9,4.440892098500626e-16
16_borane-methane_1p0_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_1p0_dim_A21x12,structural_pass,,6120158,357,356,9,2.220446049250313e-16
16_borane-methane_1p1_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_1p1_dim_A21x12,structural_pass,,6120158,357,356,9,4.440892098500626e-16
16_borane-methane_1p2_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_1p2_dim_A21x12,structural_pass,,6120158,357,356,9,4.440892098500626e-16
16_borane-methane_1p4_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_1p4_dim_A21x12,structural_pass,,6125886,357,357,9,4.440892098500626e-16
16_borane-methane_1p6_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_1p6_dim_A21x12,structural_pass,,6125886,357,357,9,8.881784197001252e-16
16_borane-methane_2p0_dim_A21x12,gscdb137,/global/scratch/users/jsliang/COACH3/16_borane-methane_2p0_dim_A21x12,structural_pass,,6125886,357,357,9,8.881784197001252e-16
16_ch3sh_h2o_cs_dim_DS14,gscdb137,/global/scratch/users/jsliang/COACH3/16_ch3sh_h2o_cs_dim_DS14,structural_pass,,7921246,406,406,9,4.440892098500626e-16
16_ch3sh_h2o_cs_monA_DS14,gscdb137,/global/scratch/users/jsliang/COACH3/16_ch3sh_h2o_cs_monA_DS14,structural_pass,,3610453,274,274,9,4.440892098500626e-16
16_ch3sh_h2o_cs_monB_DS14,gscdb137,/global/scratch/users/jsliang/COACH3/16_ch3sh_h2o_cs_monB_DS14,structural_pass,,840684,132,132,9,4.440892098500626e-16
16_hexane_Alk44,gscdb137,/global/scratch/users/jsliang/COACH3/16_hexane_Alk44,structural_pass,,33724127,840,828,9,8.881784197001252e-16
16_isomer6_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_H2O20Bind10,structural_pass,,334504567,2640,2638,9,3.552713678800501e-15
16_isomer6_mon10_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon10_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon11_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon11_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon12_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon12_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon13_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon13_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon14_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon14_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon15_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon15_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
16_isomer6_mon16_H2O20Bind10,gscdb137,/global/scratch/users/jsliang/COACH3/16_isomer6_mon16_H2O20Bind10,structural_pass,,840684,132,132,9,3.552713678800501e-15
