species,scope,source,source_sha256,derived_sha256,orbital_basis,auxiliary_basis,ecp_label,charge,multiplicity,atom_count,ghost_atom_count,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,ecp_resolution
3d4dIPSS_Zn_GS+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3d4dIPSS_Zn_GS+.in,537ba285f6c40824512b39dc0271ea6e2e4f565ee54507ab066462c8054f994e,a072e9d940e558f92030c1eba47d36d603095b572fd5bea2129e684af4bb4016,AUG-CC-PWCVQZ,rimp2-def2-QZVPPD,,1,2,1,0,29,0,6,185,62,316,not_applicable
3d4dIPSS_Zr_ES,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3d4dIPSS_Zr_ES.in,61c38d1d350329d199b01a15b73c19e6ad499c146f84fae99ace05a29032791c,37440fcfd74f129a508e2bd2650dcc2911c3e725f4d36478afce46aebeef8ccf,GEN,rimp2-def2-QZVPPD,GEN,0,5,1,0,12,28,27,180,46,252,embedded_qchem_block
3d4dIPSS_Zr_GS,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3d4dIPSS_Zr_GS.in,cde794147850e77e19d078c3855fd4ba4c1994639dfc55f41910f8d2e4341c71,e586876c5d66b2e96532fbac11927e32a7e05eeaf8404e9920136e61d27a9018,GEN,rimp2-def2-QZVPPD,GEN,0,3,1,0,12,28,27,180,46,252,embedded_qchem_block
3d4dIPSS_Zr_GS+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3d4dIPSS_Zr_GS+.in,7e3b05f99e65f6d15423e65242224f68eccf3b59d421be15dc0b88546a7e38d9,6c12c77c93a234f099065b01de17d06124493f64f14552738784304438361aa6,GEN,rimp2-def2-QZVPPD,GEN,1,4,1,0,11,28,27,180,46,252,embedded_qchem_block
3prod1_CR20,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3prod1_CR20.in,5c5882b6970e5ce9a66ac5cc6ef603047422623297227a051c02509331496c13,5e8c7825cefe19c28bd5316ef663b3a4a659c77ba294921a36990dab6c093139,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,10,0,38,0,151,483,280,1110,not_applicable
3prod2_CR20,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3prod2_CR20.in,6a8f54105c6bd5aac50a1aeeb4cf2788e8d0c40ce176767a280fd85e8ec498a7,53b5ecd393e143344cd78c1557030f2c14ce242e61748353e525ce6fc9e37971,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,4,0,16,0,61,195,112,444,not_applicable
3prod_DIE60,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3prod_DIE60.in,1fa803c82a46cbfc6bbf6cb6e48acc496249f50661aef232f6f7cc5494145227,65fda87b1c84eb27e38710e3b55a638a1419d74c4b8fe6522eb736851bf196f1,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,16,0,46,0,224,708,412,1592,not_applicable
3react_CR20,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3react_CR20.in,1b7edc5d513ffca97d3b8d9f9d18402fdba7451fe7fadcfc9220d44add70a147,e32cdaefa0a3473d9bfa93b914f3553a392564179d518b97004447e1cfb5f1bb,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,54,0,212,678,392,1554,not_applicable
3react_CRBH20,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3react_CRBH20.in,1b7edc5d513ffca97d3b8d9f9d18402fdba7451fe7fadcfc9220d44add70a147,e32cdaefa0a3473d9bfa93b914f3553a392564179d518b97004447e1cfb5f1bb,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,54,0,212,678,392,1554,not_applicable
3react_DIE60,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3react_DIE60.in,52fcbe81792c347cc96c72f19caada4940347218cd58a8425924455d073e5c27,3b26f9ed135df82fb526281945b12692a14ac5bb12aae4e4b80939710882a6d2,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,16,0,46,0,224,708,412,1592,not_applicable
3ts_CRBH20,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/3ts_CRBH20.in,d043b4f1dc09d9a523ed3231af45ebdcbacbcab30b74425b37f178677a714d5f,597ef3530c146b0f9d3726dc79e5b4aa6cf7857ef254b40437e90941acafb63e,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,54,0,212,678,392,1554,not_applicable
40_Ac-MeNH2_HB49,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_Ac-MeNH2_HB49.in,a058fb551a28bee5bec4a8e44be1ca179cc7ae0b6e0635fcad0f283eb9216b38,1b0798687bdb432583078c2b67dd76f649311093a666e152fa4f195d3728e101,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,14,0,50,0,204,648,374,1462,not_applicable
40_C6H6_H2O_OH2__pi_dim_HW30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_C6H6_H2O_OH2__pi_dim_HW30.in,845f64917d36751285b5424235765ba238c529bd941d7fd628b978fc129a2e0b,1842a965a7a803d44a95250c61d5139e2bba8581d19f08be51f195bd3aa323c8,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,52,0,222,708,411,1619,not_applicable
40_C6H6_H2O_OH2__pi_monA_HW30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_C6H6_H2O_OH2__pi_monA_HW30.in,5ebb585a77d4d371e72d84af1274da3be9bb5c7d89d9877bfee2d6228b706865,7b097ddcd82288831c8e1dfb375fdbfd27d21a19689fc5da239b707fde4ebef8,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,42,0,180,576,336,1332,not_applicable
40_C6H6_H2O_OH2__pi_monB_HW30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_C6H6_H2O_OH2__pi_monB_HW30.in,6d418c2a6aa01b4fda0d637a01149c66c118a32199a2846a0e105984adaeda14,170134b8fc64e12089cd16fa637be64410c0cadb7bcb1f7f09461ae08321d3d9,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
40_H3N_AsF3_dim_Bauza30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_H3N_AsF3_dim_Bauza30.in,6431f65aa7efb71ab07915f06a964ac8689ea931d10627ecc3a9b8da09fc5cfa,e7adfc8c71d89a06451f831c5a631af75046b08b27a34a745055c7dbf6d1579a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,70,0,141,455,267,1137,not_applicable
40_H3N_AsF3_monA_Bauza30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_H3N_AsF3_monA_Bauza30.in,6024271e774c866f6fc1928baf4551c3a65b5623f7f1111eeb30ff4e21517f24,5ad3c7a3c0411b4ab0ce66f596ecc57b64e912149280b9fa1329d1289c6b6c64,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,4,0,10,0,52,162,94,352,not_applicable
40_H3N_AsF3_monB_Bauza30,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_H3N_AsF3_monB_Bauza30.in,6cd2cf9e1538c90bb0dcb03c293e556716a3e9bd7e79e21dabeb53e89cc50e63,82dfbdc570f63f60c67cb0b4fb05e6a60a0c3f3eee3c43fc513b219644e401a0,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,4,0,60,0,89,293,173,785,not_applicable
40_Isomer30_Styrene45,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_Isomer30_Styrene45.in,a1ce80fa801c4e5e8c8f170a5ca771ec8155caf184abe52007e564384473a0f7,0396b8d28714fe15d801716b108d6c71209b12839e24f0857bedef5eebe2da49,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,16,0,56,0,240,768,448,1776,not_applicable
40_Product15_EIE22,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_Product15_EIE22.in,d5c902ce7a4987bc7ad30435275597db2bf984eeabfc683a0a49255571294c10,d1246760f25975f9325d927d1b5a39d6f7ff139bdb6813ef0f0103ccfcae21a9,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,50,0,189,609,354,1424,not_applicable
40_Rxn3_Reactant_WCPT27,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_Rxn3_Reactant_WCPT27.in,8a920df0f72211b2fd130b60582dac8f7d31aae8404f565cc60f6428e8d51ece,f182a32da67930d121f1ffa2fe59982e3d8c5302bfaafbd31a06af5893ca5ecf,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,24,0,102,324,187,731,not_applicable
40_UreaNrad_HNBrBDE18,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40_UreaNrad_HNBrBDE18.in,ca07574501866c9a2426acb5309352ed2c4fc89ec47793ec7fa2ede0cc1279b7,4684afa8efd18ee0c09baa7c7f1418f95ba2fbc56a571d8963649f1554f95919,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,2,7,0,31,0,110,354,205,823,not_applicable
40prod_DIE60,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40prod_DIE60.in,507f342830150b44f006d24e9058b18970f0b66619644d450e06b134b543bc3f,d1e3358bed0354dd0f8141f0dd09ea44e09430ef3222d8b971c6ba6c33e38ed3,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,17,0,52,0,243,771,449,1749,not_applicable
40react_DIE60,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/40react_DIE60.in,4936eed3ffcaedf020653adf013de1ccd1572ab769a4ffccaf07ca25e8d38ac0,7e7a8078092f240eb2da24ff89986c3e00401659982c9559ddf8dce59e49433d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,17,0,52,0,243,771,449,1749,not_applicable
4113_01WaterWater_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4113_01WaterWater_dim_S66.in,2c3284e13c153b68b7f2278d42a4f8a06d07befaf8b06adb53db978787130100,532f2ffd0de0c8849651684f53056ee8052795479d896679f367418f2fb90f01,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,20,0,84,264,150,574,not_applicable
4113_01WaterWater_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4113_01WaterWater_monA_S66.in,625b371803d80f056bd33b3b189417cfd3c7047219e1633b094f8dc7547d7b91,6d0c5c022be9408d48a9c9e82fb6a328d371646a68ddb23711e91cd2fd79271f,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4113_01WaterWater_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4113_01WaterWater_monB_S66.in,e32bec63d2b93fca8d6a47948d76c39c815c7ca1998edac96b31389afd40a199,b03df132803c6bc545f130cbf019f7320b84566172826d3f1e148fc0cc415dd9,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4114_02WaterMeOH_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4114_02WaterMeOH_dim_S66.in,9f783e680dfdce47a8efd953e641aaba28407c055ed1e0c5483190725e741952,11801df0fc20164480f2cfee0d60e124b6d745dcd5c970ce452274764ddaa2c3,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,28,0,125,393,225,861,not_applicable
4114_02WaterMeOH_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4114_02WaterMeOH_monA_S66.in,bcf7a3ec8f106430b071c9042cc1386386ed98ea1e2d0715ce7d32ae78b358f4,89a3c7695dc76571fecaa9413b6dfc7f3380e76366629cde1e9a64148bcc2236,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4114_02WaterMeOH_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4114_02WaterMeOH_monB_S66.in,34a0a33d8052f54d25af685990e50bef87e8977417eacb899a789dbbec304b29,c2d31dbfa9d389c230bad4d8e33b885d1624ef60d7ca3c26a7df0518a6336513,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4115_03WaterMeNH2_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4115_03WaterMeNH2_dim_S66.in,552e0a4f2c380732590304aad7adc1dbc6c27bf4b1a3d2d6405f70d83378573b,5386412e255b78e59862e43af9ec58faab2748128e68d6372fa170456b50a0e4,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,10,0,28,0,135,423,244,926,not_applicable
4115_03WaterMeNH2_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4115_03WaterMeNH2_monA_S66.in,0990d86913f963fe431eb9bc7fe96c7e728edae394dc4688b13be549a624bb30,c181503eeae423f929fcdcddf411a8588166c1f7887654e29314728a522a554a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4115_03WaterMeNH2_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4115_03WaterMeNH2_monB_S66.in,cad70ba1a695b3225a66edef637df38153d41b0a35deae258ec536ec260d672a,3de0508e0385119a4ea10acff6d3ead4b0103750febc987b7afb308467d47b3e,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4116_04WaterPeptide_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4116_04WaterPeptide_dim_S66.in,08b517bf365d2d717099a6116aebea42cb4193fd41bed6b335272dd983caecd8,2c17f6d9cd65cfeb990b94bd90864f516e560e6f1e4fe6822ef7292353f6a96a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,50,0,215,681,393,1527,not_applicable
4116_04WaterPeptide_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4116_04WaterPeptide_monA_S66.in,bc3df60a73465565556947d9536bf120962331a09b269e3409ac1cca59a7ecf2,fe4b638d9ea6eaf5daaee611204337c3e8dd7c07e4635dc75eb9f277c89590b0,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4116_04WaterPeptide_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4116_04WaterPeptide_monB_S66.in,30c1be1dae853334b26ff778858d38d82d0a851f9f33956d4b17d125271e0290,9c7aab36c58bbb627db2014c027da51f7f9880717c284c049361bf7643af0822,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
4117_05MeOHMeOH_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4117_05MeOHMeOH_dim_S66.in,1dd08dbad77e6f21a719cc2896f39f5585ecdb3bed33aa3b3f933b62d6c81c70,a79f70ae00fea4216c2378501f904d58e2cea9112639eae2c03e7a3bb81bb9b7,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,36,0,166,522,300,1148,not_applicable
4117_05MeOHMeOH_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4117_05MeOHMeOH_monA_S66.in,8e212d2c4c455ba53f5cd4efa56ea47e6a44e633856434b6851d8c036507aae9,11dbae8df2df34c0916e50a24a415c9b69b6a3d92118ebf02415651af86ff20f,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4117_05MeOHMeOH_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4117_05MeOHMeOH_monB_S66.in,f7f5f47a1d4f3868e3cf1e7d40e38c375a6f867a2c0af3b421595853683f0880,c30cac21c61af461855aee4fb0afb1cc7a56abc65f93cfb6c0c31129b3fd27da,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4118_06MeOHMeNH2_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4118_06MeOHMeNH2_dim_S66.in,d340ee37d723b7109d8b1ec62b7dfb9228d9deaf52fd77c236afac802035f6ab,805e631b5928e08546bd02d24bbd2492ce02a9bbf8f20944b9395a260c33ef41,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,13,0,36,0,176,552,319,1213,not_applicable
4118_06MeOHMeNH2_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4118_06MeOHMeNH2_monA_S66.in,fc1f3da93b0b6e8e45ee75b1107183f548cdd7c0def81069096caa5cccf624f3,f623ee3adce5af20ef5ac1a0e052a2352786355f717ba959db14d679bb431750,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4118_06MeOHMeNH2_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4118_06MeOHMeNH2_monB_S66.in,7fc29c2d05a54016aa7c4d24caf9c3fcdee8546288076be4966bf4ef08f6d524,730318e266fa70b8c148a4129f056632782ff67d389aee47b45b370efc22dce7,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4119_07MeOHPeptide_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4119_07MeOHPeptide_dim_S66.in,ea4921249dee5bf7df084e9000e9fb6edcd1e2cd16b86aff8b096718b4ac845a,f4cbe0138eff4bc7fd3d39d48e3ad4a6df3613aaa6c4106aa0758a6fb3c74d14,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,18,0,58,0,256,810,468,1814,not_applicable
4119_07MeOHPeptide_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4119_07MeOHPeptide_monA_S66.in,8451ed804e8c64d16ada6a9d3f58db47586f6ee41497dc56fece9cbe2f07fc49,6ca50668cd627cad93598e5eae457f103986f779f1983d767d5f039a1afaf5db,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4119_07MeOHPeptide_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4119_07MeOHPeptide_monB_S66.in,a6618176e916782733423c98b4c336ad4a5faa1c3e9b104d7430eb0afeedd00b,31a811cccc9183c91abc38c9e1acf3ef75de0af85f1154da9759a54afec845e0,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
4120_08MeOHWater_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4120_08MeOHWater_dim_S66.in,1d450bc15acd512dc8c81e5e69b43512737ae1a64ac121b2deb14aaf3310cd98,7c9cc6da023971a2cd7db528b83ae79b24b1fc8e98bd3303ebccf080fb86f408,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,28,0,125,393,225,861,not_applicable
4120_08MeOHWater_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4120_08MeOHWater_monA_S66.in,ef85d527d2065c1cf9d5a035555715db0f6507a44fc40a30b606331e327abe8f,450f62e2a939a57f965bcc9f3f4182feda5a8febb603ae596b6a0ca73f7d3694,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4120_08MeOHWater_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4120_08MeOHWater_monB_S66.in,912f3b8a85437b9003fcc54010875b256105be69eb6a0f1f75598b922b1be7ec,0ebab9b5e4c83ed281f66b9bfad6ee8480d9b3246f2936b973649cb18d596017,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4121_09MeNH2MeOH_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4121_09MeNH2MeOH_dim_S66.in,866e533d2d8511aba56a7466165780b599a9b0c0c5b39cc381f33232e7ffa1ab,f3c0afa38cbc675099d9276c08e8854d8e53f17dd3794a8f6d959ac1defb9040,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,13,0,36,0,176,552,319,1213,not_applicable
4121_09MeNH2MeOH_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4121_09MeNH2MeOH_monA_S66.in,ae9a768eab02b31ae5446a52a7f260a9cfdc9d42ec3656877ce46c15129e7ef3,a64a799a99cfa05ebf714d6de7e8d890b627cc774037a876743fda615827c426,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4121_09MeNH2MeOH_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4121_09MeNH2MeOH_monB_S66.in,32eb2e98c3e5504f1e9211f40a8e56dd62056b88860776193e907c383318bbc4,81a1f47eb324da207dfc9c2f31d2dd78b82bbc2523471e0eb84cf67a5ebf82a2,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4122_10MeNH2MeNH2_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4122_10MeNH2MeNH2_dim_S66.in,93d49ad635935298609759f8fef9f9967beafdfa48208a0d841870eeb9463553,2d3ffe116d605364944928a15cb8c3422835858703aee694dfaac8d5948ce1f8,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,36,0,186,582,338,1278,not_applicable
4122_10MeNH2MeNH2_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4122_10MeNH2MeNH2_monA_S66.in,1347c6f27774964912d5764b58bd8b58ddac0587aa5988cf6b789fb886e04d49,9769f83d5317f8f7510f4e371a773bc3eb98765ad39aba2204570f50c654f4ef,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4122_10MeNH2MeNH2_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4122_10MeNH2MeNH2_monB_S66.in,cd058629b486f981d7ce6c8fe86dfc7ca3721627f2096f48fd53bc7968d5b7fd,4ca7bd4a0ff32167687699dc93b44eb1a0fd9cdd1aa4eaded988f5ce587089ca,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4123_11MeNH2Peptide_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4123_11MeNH2Peptide_dim_S66.in,9aa110bbc29f6ef906ffeedc691a31c38b60c63ba0e752ee90604650c8c63872,cc6e1890328cad436b13e33e1c88fcbbf4568b63c40d30b064a4d5e90eb92582,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,19,0,58,0,266,840,487,1879,not_applicable
4123_11MeNH2Peptide_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4123_11MeNH2Peptide_monA_S66.in,25b59db519142fadff8e25e1fd45c602f9502b277734176d1e12f1051cc33c65,9657ee7cae285a314f884b3d981ba26805f54645a58c4d164a432c5081ca3e79,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4123_11MeNH2Peptide_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4123_11MeNH2Peptide_monB_S66.in,5ae97c1b5a693d9725c299fc08bdf13de591db0bdbd1b708409b297a52fe27f6,f64e6bff039ee5ffd3f7d8cc5e8468a616d9ce855a5c198c07de1a0da213d020,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
4124_12MeNH2Water_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4124_12MeNH2Water_dim_S66.in,98f4b82f374608e20f7257cc7b21fbad9ae1f759bd8df6b63c1b5d471cf401f3,ae8712dc2be02d6f711894535bed3ae53ac05fc5eb394c3279a387b43f1d1602,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,10,0,28,0,135,423,244,926,not_applicable
4124_12MeNH2Water_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4124_12MeNH2Water_monA_S66.in,572ad172bbac629b54e932cb993710c56ad91bd9260b7d3f5ea207fb4c349a49,6dc295d6cac0bbfbc1030ec34f9f396293beda5fde9b49730b27c00897c370ff,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,18,0,93,291,169,639,not_applicable
4124_12MeNH2Water_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4124_12MeNH2Water_monB_S66.in,5b62888ed40cc15f42f4d82eeb7ffee437a4a2d7ed974fa2aa51682b074e97a6,41560d647240eb725f19c15ac71bb70ec0b904bd575fa994bf79b25786ac0437,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
4125_13PeptideMeOH_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4125_13PeptideMeOH_dim_S66.in,1299dfc5eab8c9ab83037c98f7b00f49d4b1e1abe80ca3dfefacf613701151cc,7e46fa274cc60b6abf388237b7133e81f87cb079ab0052da7503454937a87cde,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,18,0,58,0,256,810,468,1814,not_applicable
4125_13PeptideMeOH_monA_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4125_13PeptideMeOH_monA_S66.in,c969083d53976c00e96d1b87267a966e5c048f3210526a654d43bb2ecfd1ea39,bd18a799c4aa2670ed08782e5f2a202696e4e2727524b1141dfb6ae0e031c94d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
4125_13PeptideMeOH_monB_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4125_13PeptideMeOH_monB_S66.in,60d79171150cbbf9bfe16d5b537f0d207de962fe3ca9a0b1c7d93a5f84ec7630,0085923caa8f06b8d6146c54670c7c8252d359bda5d5b2779f07f58b7c7b1151,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
4126_14PeptideMeNH2_dim_S66,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/4126_14PeptideMeNH2_dim_S66.in,a0465869d79488295f2221e3b8d08c79e83675ee9075a4932a55850244b27ff1,e0aabc374c50347772489b3c1849b2158d951a6140becb0740c30a602a1a60af,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,19,0,58,0,266,840,487,1879,not_applicable
